,raw material 1,raw material 2,raw material 3,temperature,time
2407,0.51,0.12,0.37,42,90
2408,0.28,0.16,0.5700000000000001,76,60
2409,0.14,0.1,0.76,48,100
2410,0.42,0.24,0.34,67,20
2411,0.19,0.11,0.6900000000000001,47,70
2412,0.55,0.26,0.19,68,30
2413,0.26,0.21,0.53,98,70
2414,0.48,0.12,0.4,60,20
2415,0.59,0.11,0.29,51,80
2416,0.37,0.36,0.27,40,20
2417,0.48,0.1,0.42,51,30
2418,0.44,0.11,0.45,44,20
2419,0.66,0.08,0.25,73,40
2420,0.43,0.25,0.31,60,80
2421,0.07,0.58,0.35000000000000003,42,20
2422,0.03,0.52,0.45,84,60
2423,0.6,0.03,0.37,53,40
2424,0.22,0.27,0.5,50,80
2425,0.39,0.2,0.41000000000000003,81,30
2426,0.42,0.34,0.24,68,60
2427,0.36,0.31,0.33,89,30
2428,0.77,0.2,0.03,50,30
2429,0.6,0.13,0.27,54,20
2430,0.59,0.31,0.1,44,40
2431,0.12,0.03,0.85,43,40
2432,0.32,0.08,0.6,53,120
2433,0.37,0.36,0.27,78,30
2434,0.04,0.07,0.89,96,100
2435,0.8200000000000001,0.08,0.1,99,110
2436,0.4,0.2,0.41000000000000003,64,30
2437,0.4,0.21,0.39,86,100
2438,0.49,0.19,0.32,71,10
2439,0.13,0.47000000000000003,0.4,69,110
2440,0.55,0.07,0.38,66,60
2441,0.17,0.16,0.66,44,50
2442,0.35000000000000003,0.16,0.48,95,100
2443,0.43,0.24,0.33,41,50
2444,0.08,0.13,0.8,43,100
2445,0.42,0.35000000000000003,0.22,92,40
2446,0.53,0.35000000000000003,0.11,98,40
2447,0.43,0.27,0.31,79,70
2448,0.45,0.02,0.53,101,110
2449,0.18,0.24,0.58,69,60
2450,0.46,0.18,0.36,60,30
2451,0.46,0.19,0.35000000000000003,55,120
2452,0.87,0.0,0.12,85,40
2453,0.55,0.28,0.17,60,20
2454,0.56,0.25,0.18,41,30
2455,0.26,0.42,0.32,78,130
2456,0.59,0.27,0.14,104,50
2457,0.5700000000000001,0.0,0.43,71,80
2458,0.45,0.18,0.37,42,70
2459,0.27,0.47000000000000003,0.26,78,40
2460,0.4,0.01,0.59,67,40
2461,0.43,0.02,0.56,83,110
2462,0.41000000000000003,0.23,0.35000000000000003,42,110
2463,0.49,0.22,0.28,69,30
2464,0.52,0.28,0.2,77,20
2465,0.5,0.14,0.36,58,70
2466,0.48,0.29,0.23,44,120
2467,0.53,0.29,0.18,86,130
2468,0.11,0.19,0.7000000000000001,58,50
2469,0.24,0.24,0.52,80,30
2470,0.66,0.23,0.11,104,80
2471,0.43,0.15,0.42,41,50
2472,0.49,0.25,0.26,87,10
2473,0.42,0.31,0.28,41,120
2474,0.51,0.29,0.2,45,40
2475,0.77,0.21,0.02,93,10
2476,0.07,0.1,0.8300000000000001,101,70
2477,0.38,0.24,0.38,50,30
2478,0.61,0.09,0.29,96,50
2479,0.33,0.09,0.58,46,30
2480,0.25,0.31,0.44,103,120
2481,0.36,0.34,0.31,48,30
2482,0.4,0.3,0.3,57,120
2483,0.65,0.24,0.11,79,70
2484,0.4,0.43,0.18,99,50
2485,0.38,0.36,0.26,65,100
2486,0.35000000000000003,0.26,0.4,70,20
2487,0.6900000000000001,0.08,0.23,77,20
2488,0.48,0.04,0.49,87,40
2489,0.61,0.37,0.02,83,10
2490,0.06,0.15,0.79,80,110
2491,0.76,0.08,0.16,101,130
2492,0.66,0.05,0.29,63,110
2493,0.62,0.1,0.27,72,80
2494,0.49,0.2,0.3,90,20
2495,0.6900000000000001,0.14,0.17,76,10
2496,0.6900000000000001,0.15,0.16,74,40
2497,0.23,0.19,0.58,45,120
2498,0.74,0.18,0.08,82,30
2499,0.56,0.25,0.19,47,110
2500,0.06,0.27,0.67,46,10
2501,0.62,0.35000000000000003,0.04,72,10
2502,0.55,0.33,0.12,75,120
2503,0.45,0.16,0.39,57,10
2504,0.13,0.22,0.65,65,30
2505,0.54,0.43,0.03,81,110
2506,0.29,0.48,0.23,109,80
2507,0.53,0.25,0.22,61,130
2508,0.23,0.23,0.54,77,20
2509,0.5,0.15,0.35000000000000003,71,10
2510,0.26,0.21,0.53,81,30
2511,0.03,0.38,0.59,100,40
2512,0.03,0.42,0.55,73,100
2513,0.1,0.35000000000000003,0.55,70,110
2514,0.36,0.24,0.4,61,40
2515,0.37,0.18,0.45,103,90
2516,0.62,0.01,0.37,84,90
2517,0.55,0.29,0.16,86,90
2518,0.34,0.07,0.59,65,30
2519,0.27,0.27,0.46,98,90
2520,0.11,0.37,0.52,71,70
2521,0.58,0.11,0.31,52,120
2522,0.74,0.03,0.23,45,80
2523,0.48,0.43,0.09,103,10
2524,0.37,0.32,0.31,60,80
2525,0.4,0.26,0.35000000000000003,92,10
2526,0.52,0.29,0.19,81,100
2527,0.06,0.16,0.78,91,70
2528,0.6900000000000001,0.21,0.1,41,70
2529,0.22,0.54,0.25,96,110
2530,0.31,0.33,0.36,106,100
2531,0.21,0.31,0.48,56,90
2532,0.52,0.14,0.34,87,70
2533,0.51,0.1,0.4,43,80
2534,0.54,0.05,0.4,84,30
2535,0.46,0.2,0.34,60,80
2536,0.56,0.32,0.11,51,130
2537,0.32,0.08,0.6,56,60
2538,0.22,0.34,0.44,108,30
2539,0.54,0.41000000000000003,0.05,94,50
2540,0.59,0.01,0.4,76,90
2541,0.44,0.19,0.37,60,20
2542,0.26,0.46,0.28,78,130
2543,0.27,0.4,0.34,96,120
2544,0.09,0.42,0.49,55,40
2545,0.42,0.51,0.07,67,70
2546,0.51,0.03,0.46,80,70
2547,0.31,0.16,0.53,88,40
2548,0.42,0.36,0.22,97,100
2549,0.33,0.4,0.27,83,120
2550,0.49,0.35000000000000003,0.16,95,30
2551,0.21,0.36,0.43,79,70
2553,0.48,0.41000000000000003,0.11,110,20
2554,0.72,0.18,0.1,54,130
2555,0.0,0.34,0.66,51,70
2556,0.71,0.28,0.01,51,100
2557,0.48,0.04,0.48,78,50
2558,0.59,0.1,0.31,93,50
2559,0.66,0.19,0.15,104,50
2560,0.66,0.3,0.05,54,100
2561,0.26,0.37,0.37,84,70
2562,0.78,0.22,0.0,62,30
2563,0.47000000000000003,0.06,0.47000000000000003,54,130
2564,0.03,0.53,0.44,81,80
2565,0.47000000000000003,0.28,0.25,90,80
2566,0.6,0.39,0.01,84,110
2567,0.32,0.31,0.37,67,60
2568,0.38,0.19,0.44,106,100
2569,0.49,0.01,0.51,83,100
2570,0.22,0.36,0.41000000000000003,41,40
2571,0.45,0.02,0.53,92,50
2572,0.52,0.34,0.14,89,20
2573,0.31,0.4,0.29,40,50
2574,0.31,0.14,0.56,85,40
2575,0.37,0.18,0.45,45,90
2576,0.3,0.21,0.49,50,100
2577,0.33,0.19,0.49,47,120
2578,0.29,0.21,0.5,76,80
2579,0.42,0.27,0.31,41,70
2580,0.66,0.18,0.16,87,30
2581,0.46,0.41000000000000003,0.13,105,70
2582,0.3,0.26,0.43,83,80
2583,0.41000000000000003,0.23,0.36,46,120
2584,0.17,0.31,0.52,68,20
2585,0.75,0.14,0.11,46,60
2586,0.49,0.03,0.48,50,70
2587,0.05,0.42,0.53,61,110
2588,0.38,0.06,0.56,110,70
2589,0.64,0.3,0.06,86,110
2590,0.37,0.13,0.49,67,120
2591,0.52,0.16,0.32,42,130
2592,0.41000000000000003,0.17,0.42,74,80
2593,0.56,0.11,0.33,88,90
2594,0.45,0.18,0.38,80,10
2595,0.33,0.08,0.59,89,10
2596,0.44,0.17,0.39,68,30
2597,0.53,0.11,0.36,44,30
2598,0.25,0.35000000000000003,0.41000000000000003,64,120
2599,0.05,0.06,0.89,102,110
2600,0.21,0.36,0.43,72,30
2601,0.49,0.18,0.33,100,80
2602,0.8200000000000001,0.05,0.14,83,80
2603,0.28,0.18,0.54,89,130
2604,0.36,0.56,0.08,71,10
2605,0.31,0.23,0.46,66,10
2606,0.52,0.47000000000000003,0.0,51,30
2607,0.67,0.25,0.09,43,20
2608,0.85,0.12,0.04,79,30
2609,0.34,0.32,0.34,97,90
2610,0.47000000000000003,0.05,0.48,52,100
2611,0.5700000000000001,0.23,0.19,64,20
2612,0.48,0.12,0.4,95,80
2613,0.34,0.45,0.21,82,40
2614,0.6,0.02,0.38,73,70
2615,0.38,0.21,0.41000000000000003,83,10
2616,0.24,0.12,0.64,85,120
2617,0.3,0.2,0.5,85,100
2618,0.5700000000000001,0.21,0.22,59,70
2619,0.18,0.39,0.43,52,40
2620,0.42,0.19,0.38,43,100
2621,0.61,0.16,0.24,66,80
2622,0.32,0.28,0.4,93,50
2623,0.03,0.25,0.72,81,20
2624,0.19,0.1,0.72,59,90
2625,0.42,0.31,0.27,63,60
2626,0.31,0.32,0.37,75,80
2627,0.55,0.04,0.4,47,130
2628,0.04,0.44,0.51,49,110
2629,0.45,0.38,0.17,48,120
2630,0.02,0.34,0.64,77,100
2631,0.19,0.41000000000000003,0.4,90,80
2632,0.5,0.45,0.05,79,30
2633,0.12,0.36,0.52,91,60
2634,0.43,0.04,0.53,96,60
2635,0.49,0.22,0.29,73,30
2636,0.39,0.4,0.21,94,10
2637,0.15,0.27,0.58,43,10
2638,0.22,0.33,0.45,74,70
2639,0.2,0.37,0.44,43,40
2640,0.06,0.48,0.46,66,40
2641,0.27,0.31,0.42,61,130
2642,0.17,0.19,0.64,77,40
2643,0.56,0.1,0.34,75,100
2644,0.45,0.45,0.1,83,60
2645,0.51,0.1,0.39,67,80
2646,0.44,0.31,0.25,109,40
2647,0.0,0.11,0.89,48,130
2648,0.76,0.21,0.03,64,50
2649,0.46,0.37,0.17,53,100
2650,0.37,0.37,0.26,101,130
2651,0.49,0.18,0.33,66,60
2652,0.0,0.38,0.61,66,90
2653,0.28,0.19,0.53,98,40
2654,0.4,0.02,0.58,105,30
2655,0.42,0.19,0.39,105,10
2656,0.5700000000000001,0.24,0.19,79,80
2657,0.44,0.54,0.02,100,110
2658,0.39,0.43,0.18,77,10
2659,0.4,0.32,0.28,101,60
2660,0.18,0.46,0.36,98,20
2661,0.48,0.08,0.44,50,50
2662,0.43,0.13,0.44,59,30
2663,0.32,0.31,0.37,97,70
2664,0.29,0.38,0.32,96,90
2665,0.32,0.26,0.42,109,70
2666,0.1,0.24,0.66,75,80
2667,0.39,0.23,0.37,71,10
2668,0.48,0.1,0.42,88,70
2669,0.24,0.14,0.63,80,110
2670,0.64,0.18,0.19,69,120
2671,0.36,0.05,0.59,43,100
2672,0.2,0.41000000000000003,0.39,46,80
2673,0.14,0.36,0.5,79,110
2674,0.55,0.03,0.41000000000000003,47,70
2675,0.56,0.42,0.03,80,100
2676,0.54,0.33,0.13,46,130
2677,0.22,0.31,0.48,55,10
2678,0.52,0.1,0.38,66,40
2679,0.64,0.1,0.26,72,60
2680,0.36,0.21,0.43,95,20
2681,0.35000000000000003,0.25,0.4,106,90
2682,0.67,0.15,0.19,98,70
2683,0.5700000000000001,0.32,0.1,95,100
2684,0.5700000000000001,0.19,0.24,89,20
2685,0.3,0.3,0.4,71,30
2686,0.45,0.24,0.31,86,20
2687,0.47000000000000003,0.49,0.03,105,120
2688,0.47000000000000003,0.08,0.45,103,40
2689,0.43,0.26,0.3,79,80
2690,0.51,0.13,0.36,104,70
2691,0.05,0.22,0.73,75,60
2692,0.47000000000000003,0.32,0.21,57,40
2693,0.43,0.12,0.44,78,30
2694,0.91,0.05,0.03,86,80
2695,0.45,0.15,0.41000000000000003,59,70
2696,0.09,0.35000000000000003,0.56,79,90
2697,0.04,0.23,0.73,76,60
2698,0.45,0.1,0.46,102,50
2699,0.47000000000000003,0.04,0.49,87,20
2700,0.09,0.49,0.42,105,10
2701,0.51,0.44,0.05,82,130
2702,0.41000000000000003,0.14,0.45,68,60
2703,0.47000000000000003,0.03,0.5,83,70
2704,0.39,0.2,0.41000000000000003,72,40
2705,0.12,0.33,0.55,85,70
2706,0.01,0.5,0.49,76,130
2707,0.5700000000000001,0.18,0.25,100,40
2708,0.45,0.12,0.42,109,80
2709,0.48,0.25,0.27,75,120
2710,0.46,0.24,0.31,95,130
2711,0.43,0.13,0.44,89,100
2712,0.54,0.19,0.27,105,110
2713,0.35000000000000003,0.29,0.37,76,30
2714,0.54,0.3,0.16,42,120
2715,0.52,0.13,0.36,78,30
2716,0.85,0.11,0.04,84,110
2717,0.49,0.13,0.38,92,10
2718,0.34,0.05,0.61,51,120
2719,0.55,0.27,0.17,82,70
2720,0.45,0.44,0.11,72,30
2721,0.51,0.06,0.43,64,40
2722,0.36,0.17,0.47000000000000003,45,10
2723,0.36,0.12,0.53,94,40
2724,0.29,0.31,0.39,61,100
2725,0.27,0.26,0.48,87,10
2726,0.33,0.38,0.29,63,90
2727,0.44,0.22,0.34,78,120
2728,0.44,0.22,0.34,55,30
2729,0.68,0.03,0.3,98,20
2730,0.6900000000000001,0.2,0.12,49,70
2731,0.48,0.49,0.03,102,60
2732,0.32,0.05,0.63,80,70
2733,0.67,0.08,0.25,72,120
2734,0.35000000000000003,0.5,0.15,43,10
2735,0.36,0.53,0.11,105,10
2736,0.18,0.36,0.46,106,70
2737,0.23,0.5700000000000001,0.2,90,30
2738,0.6900000000000001,0.27,0.04,73,50
2739,0.05,0.43,0.52,94,60
2740,0.29,0.3,0.41000000000000003,97,80
2741,0.24,0.07,0.6900000000000001,57,40
2742,0.86,0.01,0.13,99,10
2743,0.43,0.37,0.19,47,110
2744,0.73,0.21,0.06,82,70
2745,0.51,0.17,0.32,95,30
2746,0.53,0.03,0.44,67,50
2747,0.46,0.1,0.43,58,120
2748,0.23,0.47000000000000003,0.3,99,100
2749,0.55,0.18,0.27,77,50
2750,0.62,0.31,0.06,78,120
2751,0.48,0.36,0.15,92,120
2752,0.15,0.31,0.53,55,120
2753,0.02,0.43,0.55,74,60
2754,0.38,0.19,0.44,96,100
2755,0.44,0.01,0.55,80,80
2756,0.36,0.19,0.45,87,90
2757,0.36,0.36,0.28,81,70
2758,0.53,0.44,0.03,59,130
2759,0.18,0.33,0.49,75,70
2760,0.29,0.41000000000000003,0.3,105,130
2761,0.55,0.06,0.39,71,60
2762,0.49,0.48,0.03,86,130
2763,0.51,0.0,0.49,57,60
2764,0.61,0.21,0.18,69,50
2765,0.22,0.5700000000000001,0.22,100,120
2766,0.22,0.22,0.55,80,80
2767,0.54,0.45,0.01,54,30
2768,0.37,0.18,0.46,46,40
2769,0.07,0.24,0.6900000000000001,64,100
2770,0.35000000000000003,0.51,0.13,71,110
2771,0.87,0.03,0.09,84,10
2772,0.21,0.42,0.37,69,70
2773,0.43,0.3,0.27,59,110
2774,0.38,0.19,0.43,42,20
2775,0.46,0.1,0.44,78,20
2776,0.12,0.2,0.68,105,20
2777,0.21,0.29,0.5,47,130
2778,0.59,0.34,0.07,88,20
2779,0.45,0.28,0.27,42,60
2780,0.19,0.17,0.65,40,120
2781,0.04,0.22,0.74,55,90
2782,0.2,0.15,0.65,107,100
2783,0.6900000000000001,0.13,0.18,78,40
2784,0.4,0.22,0.38,72,70
2785,0.46,0.0,0.54,100,100
2786,0.16,0.3,0.54,76,60
2787,0.02,0.16,0.8200000000000001,65,90
2788,0.46,0.31,0.23,75,10
2789,0.49,0.18,0.33,40,120
2790,0.8300000000000001,0.13,0.04,50,90
2791,0.34,0.37,0.29,108,130
2792,0.64,0.32,0.04,96,80
2793,0.16,0.49,0.35000000000000003,87,50
2794,0.35000000000000003,0.19,0.45,55,70
2795,0.49,0.06,0.45,54,50
2796,0.19,0.28,0.54,102,60
2797,0.42,0.13,0.46,106,40
2798,0.24,0.37,0.39,97,10
2799,0.51,0.06,0.43,69,30
2800,0.38,0.27,0.35000000000000003,41,110
2801,0.44,0.28,0.28,45,120
2802,0.29,0.17,0.53,98,50
2803,0.73,0.17,0.09,46,70
2804,0.32,0.22,0.46,86,30
2805,0.18,0.11,0.71,41,10
2806,0.05,0.56,0.39,104,120
2807,0.67,0.25,0.08,70,80
2808,0.48,0.26,0.26,101,110
2809,0.08,0.46,0.46,91,100
2810,0.8,0.03,0.17,77,90
2811,0.32,0.38,0.31,63,30
2812,0.05,0.34,0.61,64,90
2813,0.55,0.14,0.3,64,130
2814,0.46,0.3,0.24,50,110
2815,0.6,0.12,0.28,61,70
2816,0.07,0.08,0.85,48,20
2817,0.5,0.31,0.19,53,20
2818,0.35000000000000003,0.16,0.48,97,10
2819,0.38,0.19,0.42,63,90
2820,0.45,0.11,0.44,97,120
2821,0.42,0.09,0.49,95,30
2822,0.22,0.3,0.48,41,50
2823,0.25,0.36,0.39,88,30
2824,0.43,0.23,0.34,93,30
2825,0.31,0.26,0.43,56,130
2826,0.42,0.49,0.09,43,40
2827,0.33,0.04,0.63,58,130
2828,0.51,0.21,0.28,72,10
2829,0.35000000000000003,0.23,0.42,100,110
2830,0.2,0.35000000000000003,0.45,60,100
2831,0.17,0.04,0.78,43,40
2832,0.38,0.4,0.22,105,100
2833,0.26,0.37,0.37,52,90
2834,0.79,0.1,0.11,68,110
2835,0.39,0.5,0.11,86,110
2836,0.31,0.29,0.4,62,40
2837,0.29,0.24,0.47000000000000003,62,40
2838,0.27,0.26,0.47000000000000003,100,100
2839,0.43,0.02,0.54,82,70
2840,0.41000000000000003,0.23,0.36,41,110
2841,0.5700000000000001,0.32,0.11,79,50
2842,0.59,0.17,0.24,57,50
2843,0.58,0.09,0.33,51,110
2844,0.12,0.33,0.56,68,40
2845,0.74,0.21,0.05,64,60
2846,0.3,0.39,0.31,104,60
2847,0.53,0.15,0.32,57,70
2848,0.38,0.25,0.37,72,30
2849,0.4,0.18,0.42,57,100
2850,0.22,0.49,0.29,53,10
2851,0.92,0.03,0.05,79,100
2852,0.07,0.38,0.55,72,10
2853,0.38,0.03,0.59,82,80
2854,0.6,0.18,0.22,77,10
2855,0.46,0.41000000000000003,0.13,104,10
2856,0.2,0.29,0.51,91,40
2857,0.45,0.22,0.32,66,10
2858,0.09,0.04,0.87,108,100
2859,0.41000000000000003,0.3,0.29,73,50
2860,0.06,0.24,0.7000000000000001,77,40
2861,0.8,0.06,0.14,56,40
2862,0.06,0.14,0.81,75,40
2863,0.29,0.03,0.68,41,50
2864,0.12,0.4,0.48,91,50
2865,0.17,0.43,0.39,97,20
2866,0.45,0.38,0.18,85,100
2867,0.54,0.27,0.19,70,70
2868,0.52,0.26,0.22,76,80
2869,0.43,0.19,0.38,46,10
2870,0.42,0.22,0.36,41,80
2871,0.5,0.41000000000000003,0.09,58,110
2872,0.44,0.55,0.0,101,100
2873,0.36,0.31,0.33,55,80
2874,0.28,0.37,0.35000000000000003,95,100
2875,0.13,0.31,0.56,71,80
2876,0.46,0.1,0.44,54,80
2877,0.58,0.38,0.04,101,60
2878,0.35000000000000003,0.2,0.46,91,20
2879,0.51,0.25,0.23,94,50
2880,0.05,0.39,0.56,109,120
2881,0.23,0.25,0.52,75,80
2882,0.32,0.15,0.52,57,40
2883,0.45,0.38,0.17,50,130
2884,0.5700000000000001,0.0,0.43,84,20
2885,0.43,0.18,0.4,76,110
2886,0.4,0.01,0.58,53,90
2887,0.25,0.33,0.42,55,100
2888,0.62,0.23,0.15,85,50
2889,0.43,0.43,0.14,97,130
2890,0.35000000000000003,0.23,0.42,48,130
2891,0.45,0.15,0.4,84,10
2892,0.26,0.42,0.32,104,60
2893,0.16,0.25,0.58,45,80
2894,0.26,0.28,0.46,94,60
2895,0.25,0.1,0.65,90,60
2896,0.37,0.1,0.53,99,10
2897,0.47000000000000003,0.11,0.42,51,100
2898,0.15,0.38,0.47000000000000003,50,10
2899,0.12,0.26,0.62,53,100
2900,0.39,0.23,0.39,69,40
2901,0.12,0.02,0.86,84,30
2902,0.48,0.23,0.29,62,40
2903,0.39,0.21,0.4,63,50
2904,0.36,0.36,0.28,52,100
2905,0.39,0.52,0.09,67,110
2906,0.05,0.32,0.63,93,20
2907,0.42,0.28,0.3,106,80
2908,0.08,0.1,0.8200000000000001,42,100
2909,0.11,0.11,0.78,98,50
2910,0.53,0.35000000000000003,0.13,88,20
2911,0.22,0.41000000000000003,0.37,66,80
2912,0.59,0.35000000000000003,0.06,107,20
2913,0.68,0.18,0.14,109,120
2914,0.52,0.21,0.27,69,40
2915,0.43,0.44,0.12,49,30
2916,0.23,0.3,0.48,82,20
2917,0.45,0.12,0.43,97,90
2918,0.33,0.11,0.5700000000000001,101,100
2919,0.71,0.09,0.2,85,40
2920,0.33,0.21,0.46,94,30
2921,0.46,0.4,0.14,50,90
2922,0.6,0.39,0.0,48,110
2923,0.41000000000000003,0.24,0.36,58,90
2924,0.56,0.3,0.14,54,60
2925,0.44,0.17,0.39,59,50
2926,0.67,0.05,0.28,54,80
2927,0.47000000000000003,0.18,0.36,89,40
2928,0.25,0.23,0.52,104,20
2929,0.24,0.29,0.46,60,40
2930,0.52,0.26,0.22,63,30
2931,0.49,0.49,0.03,72,50
2932,0.46,0.15,0.39,43,110
2933,0.46,0.32,0.22,98,10
2934,0.13,0.22,0.65,73,40
2935,0.04,0.1,0.86,54,10
2936,0.4,0.45,0.14,108,40
2937,0.4,0.22,0.38,100,20
2938,0.08,0.43,0.49,94,110
2939,0.48,0.31,0.21,88,60
2940,0.5700000000000001,0.29,0.14,49,70
2941,0.46,0.11,0.44,96,100
2942,0.46,0.18,0.36,95,120
2943,0.34,0.11,0.55,89,50
2944,0.04,0.36,0.6,64,20
2945,0.54,0.19,0.27,53,110
2946,0.44,0.01,0.55,96,100
2947,0.11,0.53,0.36,91,100
2948,0.54,0.1,0.36,46,30
2949,0.33,0.04,0.63,77,50
2950,0.42,0.24,0.34,84,80
2951,0.46,0.25,0.28,59,120
2952,0.48,0.33,0.19,93,40
2953,0.3,0.23,0.48,62,10
2954,0.37,0.17,0.47000000000000003,95,50
2955,0.54,0.28,0.18,75,20
2956,0.35000000000000003,0.39,0.26,66,90
2957,0.46,0.13,0.42,83,120
2958,0.52,0.19,0.29,98,40
2959,0.34,0.21,0.45,42,100
2960,0.41000000000000003,0.2,0.39,44,40
2961,0.48,0.22,0.3,60,20
2962,0.31,0.22,0.47000000000000003,46,10
2963,0.34,0.24,0.41000000000000003,69,110
2964,0.42,0.12,0.46,89,50
2965,0.15,0.3,0.56,52,120
2966,0.44,0.12,0.43,90,20
2967,0.47000000000000003,0.18,0.35000000000000003,57,80
2968,0.26,0.54,0.2,58,70
2969,0.18,0.25,0.56,60,80
2970,0.52,0.22,0.25,66,60
2971,0.42,0.12,0.46,69,40
2972,0.34,0.22,0.43,102,110
2974,0.14,0.34,0.52,73,100
2975,0.56,0.15,0.28,105,110
2976,0.5,0.44,0.07,46,60
2977,0.2,0.29,0.52,85,120
2978,0.66,0.27,0.07,56,10
2979,0.47000000000000003,0.31,0.21,50,120
2980,0.46,0.14,0.4,54,20
2981,0.66,0.29,0.04,95,20
2982,0.2,0.48,0.32,90,100
2983,0.53,0.42,0.05,103,80
2984,0.25,0.3,0.46,72,110
2985,0.55,0.25,0.21,109,80
2986,0.11,0.5,0.39,76,60
2987,0.11,0.21,0.68,96,60
2988,0.41000000000000003,0.27,0.32,101,50
2989,0.34,0.37,0.29,57,10
2990,0.67,0.11,0.22,73,100
2991,0.1,0.28,0.62,74,20
2992,0.14,0.49,0.37,92,110
2993,0.54,0.17,0.29,101,60
2994,0.18,0.51,0.3,66,50
2995,0.62,0.3,0.08,44,10
2996,0.4,0.34,0.26,98,60
2997,0.33,0.45,0.23,81,100
2998,0.25,0.53,0.22,85,40
2999,0.1,0.41000000000000003,0.49,40,90
3000,0.47000000000000003,0.22,0.31,55,100
3001,0.48,0.07,0.44,65,40
3002,0.5,0.28,0.22,45,80
3003,0.13,0.08,0.79,59,110
3004,0.48,0.24,0.29,109,40
3005,0.32,0.33,0.34,77,80
3006,0.2,0.32,0.47000000000000003,77,50
3007,0.45,0.21,0.34,41,70
3008,0.47000000000000003,0.28,0.25,74,110
3009,0.5,0.36,0.14,89,10
3010,0.65,0.06,0.29,57,20
3011,0.47000000000000003,0.29,0.24,107,80
3012,0.49,0.21,0.3,67,80
3013,0.3,0.14,0.56,74,10
3014,0.34,0.21,0.45,49,20
3015,0.37,0.24,0.39,54,40
3016,0.31,0.15,0.54,69,60
3017,0.33,0.18,0.49,103,100
3018,0.02,0.4,0.58,68,30
3019,0.49,0.13,0.38,53,110
3020,0.07,0.42,0.51,47,20
3021,0.44,0.26,0.3,81,60
3022,0.23,0.47000000000000003,0.3,86,50
3023,0.13,0.2,0.67,86,20
3024,0.68,0.1,0.22,92,110
3025,0.54,0.09,0.37,100,20
3026,0.49,0.07,0.45,77,30
3027,0.59,0.02,0.38,45,60
3028,0.62,0.1,0.28,73,100
3029,0.14,0.48,0.37,101,20
3030,0.72,0.13,0.15,88,120
3031,0.04,0.37,0.59,57,30
3032,0.49,0.46,0.04,71,90
3033,0.5700000000000001,0.19,0.24,78,40
3034,0.58,0.27,0.15,78,70
3035,0.6,0.3,0.1,100,70
3036,0.13,0.37,0.49,72,30
3037,0.27,0.13,0.6,65,100
3038,0.47000000000000003,0.31,0.22,104,110
3039,0.67,0.32,0.01,43,50
3040,0.12,0.17,0.71,96,80
3041,0.37,0.04,0.59,66,100
3042,0.41000000000000003,0.19,0.4,100,110
3043,0.78,0.08,0.14,58,100
3044,0.31,0.07,0.62,60,110
3045,0.65,0.0,0.35000000000000003,60,60
3046,0.56,0.12,0.32,106,30
3047,0.4,0.22,0.38,105,50
3048,0.18,0.2,0.62,79,70
3049,0.31,0.37,0.31,83,80
3050,0.17,0.11,0.72,59,100
3051,0.26,0.29,0.45,74,70
3052,0.38,0.35000000000000003,0.27,57,90
3053,0.07,0.26,0.67,77,120
3054,0.07,0.2,0.73,53,60
3055,0.43,0.17,0.4,83,50
3056,0.04,0.28,0.67,106,120
3057,0.21,0.25,0.53,98,110
3058,0.17,0.21,0.62,67,10
3059,0.35000000000000003,0.18,0.47000000000000003,58,130
3060,0.3,0.22,0.48,90,50
3061,0.11,0.43,0.46,90,90
3062,0.92,0.0,0.07,103,40
3063,0.32,0.26,0.42,103,110
3064,0.42,0.37,0.21,109,20
3065,0.03,0.14,0.8300000000000001,47,20
3066,0.27,0.33,0.4,95,60
3067,0.19,0.01,0.8,90,110
3068,0.55,0.43,0.01,101,60
3069,0.52,0.11,0.37,49,60
3070,0.51,0.3,0.19,99,10
3071,0.06,0.4,0.54,43,120
3072,0.16,0.25,0.59,42,10
3073,0.51,0.03,0.47000000000000003,95,100
3074,0.5700000000000001,0.1,0.33,53,120
3075,0.11,0.34,0.55,64,90
3076,0.09,0.19,0.73,48,100
3077,0.44,0.53,0.03,51,40
3078,0.11,0.34,0.55,78,90
3079,0.52,0.19,0.29,69,90
3080,0.06,0.44,0.5,55,120
3081,0.42,0.38,0.2,44,30
3082,0.13,0.02,0.85,75,30
3083,0.54,0.06,0.4,100,10
3084,0.39,0.09,0.52,91,110
3085,0.4,0.08,0.52,101,120
3086,0.21,0.34,0.46,87,40
3087,0.24,0.04,0.72,85,40
3088,0.28,0.21,0.51,98,10
3089,0.05,0.53,0.41000000000000003,51,90
3090,0.46,0.41000000000000003,0.13,50,90
3091,0.26,0.12,0.62,70,70
3092,0.06,0.58,0.36,77,60
3093,0.14,0.19,0.67,41,20
3094,0.38,0.25,0.37,73,50
3095,0.3,0.28,0.42,49,30
3096,0.51,0.14,0.36,103,80
3097,0.11,0.04,0.84,44,110
3098,0.37,0.34,0.29,49,30
3099,0.8,0.02,0.18,86,120
3100,0.38,0.26,0.36,84,130
3101,0.5700000000000001,0.2,0.23,49,130
3102,0.13,0.43,0.44,89,100
3103,0.34,0.21,0.44,76,120
3104,0.22,0.51,0.27,89,30
3105,0.37,0.28,0.35000000000000003,74,120
3106,0.46,0.11,0.42,91,70
3107,0.5700000000000001,0.27,0.15,53,120
3108,0.32,0.15,0.52,61,120
