,SMILES
2769,CC12CCC3C(C(=O)CC4(C)CC(OCc5c(N)cc(N)c(CNS(C)(O)O)c5N(=O)O)CCC34C)C1CCC2=O
2770,CC12CCC3C(C(=O)CC4(C)CC(ONC(CN5CCCCCC5)C(NCc5ccccc5N(=O)O)C(=O)O)CCC34C)C1CCC2=O
2771,CC12CCC3C(C(=O)CC4(C)CC(ONc5c(O)ccc6cc(NCP(c7ccccc7)c7ccccc7)ccc56)CCC34C)C1CCC2=O
2772,CC12CCC3C(C(=O)CC4CC(C5(ON(C=C6C(=O)C7(C)CCC6C7(C)C)c6ccccc6)CCC6(C)C7CCC8(C)C(=O)CCC8(O)C7CCC6(C)C5)CCC43C)C1CCC2=O
2773,CC12CCC3C(C(=O)CC4CC(Cc5cc(CCS)c(N)cc5N)CCC43C)C1CCC2=O
2774,CC12CCC3C(C(=O)CC4CC(Cc5ccccc5OOc5cccc6ccccc56)CCC43C)C1CCC2=O
2775,CC12CCC3C(C(=O)CC4CC(Cc5ccccc5S(O)(O)OCc5ccccc5N)CCC43C)C1CCC2=O
2776,CC12CCC3C(C(=O)CC4CC(Nc5ccc(N=Nc6ccc(N(O)=Nc7ccc(Nc8ccc(N=O)cc8)cc7)cc6)cc5)CCC43C)C1CCC2=O
2777,CC12CCC3C(C(=O)CC4CC(OC(=O)C(=NNc5ccccc5N(=O)O)C(=O)c5ccc(C=NO)o5)CCC43C)C1CCC2=O
2778,CC12CCC3C(C(=O)CC4CC(OC(NCNC5=CC(=O)c6ccccc6C5=O)C(O)CCI)CCC43C)C1CCC2=O
2779,CC12CCC3C(C(=O)CC4CC(OC5(C6C(=O)C7(C)CCC(C6O)C7(C)C)C6CCCCCCC65)CCC43C)C1CCC2=O
2780,CC12CCC3C(C(=O)CC4CC(OC5Cc6cc(CC(F)(F)F)ccc6C(=O)O5)CCC43C)C1CCC2=O
2781,CC12CCC3C(C(=O)CC4CC(Oc5cc(C=CN(=O)O)ccc5-c5cc6ccccc6ccc5=O)CCC43C)C1CCC2=O
2782,CC12CCC3C(C(=O)CC4CC(On5nc(NC=C(C#N)c6ccccc6)nc5OC5C=Cc6ccccc6N5N=O)CCC43C)C1CCC2=O
2783,CC12CCC3C(C(=O)CC4CC(c5cc6c(cc5C5c7ccccc7CCc7ccccc75)C57CCN8CC9=CCOC%10CC(=O)N6C5C%10C9CC87)CCC43C)C1CCC2=O
2784,CC12CCC3C(C(=O)CC4CC(c5ccc6c(Nc7ccc(N(=O)O)cc7N)c(=O)ncn6n5)CCC43C)C1CCC2=O
2785,CC12CCC3C(C(=O)CC4CC(c5oc6ccc(NNc7cccc8c(N)cccc78)cc6c5-c5c(Cl)cc(Cl)c(Cl)c5Cl)CCC43C)C1CCC2=O
2786,CC12CCC3C(C(=O)CC4CC(n5nc(C6OCC7OC(O)C(O)C(O)C7O6)sc5=NN=Cc5ccccc5Cl)CCC43C)C1CCC2=O
2787,CC12CCC3C(C(O)C(O)C4CCCCC43C)C1CCC2C(Cc1ccccc1Br)Nc1ccc(Br)cc1
2788,CC12CCC3C(C(O)C(O)C4CCCCC43C)C1CCC2C(c1ccc2c(c1)NC(=O)C2)c1ccccc1-c1cc(Cl)ccc1O
2789,CC12CCC3C(C(O)C(O)C4CCCCC43C)C1CCC2Nc1ccc(CCCCC(=O)O)cc1
2790,CC12CCC3C(C(O)C(O)C4CCCCC43C)C1CCC2OCC(N)COc1cc(Cl)cc(Cl)c1N(=O)O
2791,CC12CCC3C(C(O)C(O)C4CCCCC43C)C1CCC2c1cc(CC(=O)O)cc(ON=C2C(Cl)C3CC(C#N)C2C3)c1
2792,CC12CCC3C(C(O)C(O)C4CCCCC43C)C1CCC2c1cc2c(Cn3ccc4c(N)ncnc43)cncc2cc1O
2793,CC12CCC3C(C(O)C(O)C4CCCCC43C)C1CCC2c1ccc2cc(NNc3ccc4c(c3)NC(=O)C4)ccc2c1
2794,CC12CCC3C(C(O)CC4CC(O)CCC43C)C1CCC2Cc1cccc(C2C(O)CCC3CN4CCc5c(nc6ccccc56)C4CC32)c1O
2795,CC12CCC3C(C1CCC2=O)C1(CC2CC(OC(=O)C(C#N)=c4sc(=C(C#N)C(=O)c5cncn5)s4)CCC23C)OCCO1
2796,CC12CCC3C(C1CCC2=O)C1(CC2CC(OC(NC(=O)C(=S)N4CCOCC4)C4Cc5ccccc5C(=O)O4)CCC23C)OCCO1
2797,CC12CCC3C(C1CCC2=O)C1(CC2CC(OC(c4ccccc4N(=O)O)N4CCNC4=O)CCC23C)OCCO1
2798,CC12CCC3C(C1CCC2=O)C1(CC2CC(Oc4cc(C(=S)NC5c6ccccc6CCc6ccccc65)cc(NC5=C(Cl)C(=O)C(C#N)=C(C#N)C5=O)c4O)CCC23C)OCCO1
2799,CC12CCC3C(C1CCC2=O)C1(CC2CC(Oc4ccc(S(=O)(=O)NCC(=O)n5c(=O)sc6ccccc65)cc4)CCC23C)OCCO1
2800,CC12CCC3C(CC(=O)C4(O)CC(=O)CCC34C)C1CCC2C(NC(CO)C(N)=O)(c1ccc(C#N)cc1)c1cccc(CC=NNC(N)=O)c1
2801,CC12CCC3C(CC(=O)C4(O)CC(=O)CCC34C)C1CCC2Nc1c(Br)cc(Br)cc1CS
2802,CC12CCC3C(CC(=O)C4(O)CC(=O)CCC34C)C1CCC2c1cc(N)c(Cl)cc1SCCC(N)=NS(N)(O)O
2803,CC12CCC3C(CC(=O)C4(O)CC(=O)CCC34C)C1CCC2c1ccc(N(=O)O)cc1NNc1cc(=O)oc2ccccc12
2804,CC12CCC3C(CC(Cl)C4(O)CC(=O)CCC34C)C1CCC2C(NC1Cc2ccccc21)C(=O)Cc1ccc2c(c1)CCCC2
2805,CC12CCC3C(CC(Cl)C4(O)CC(=O)CCC34C)C1CCC2C(O)(CSC1OC(=O)c2ccccc21)CC1(N)CC1
2806,CC12CCC3C(CC(O)C4(O)CC(O)CCC34C)C1CCC2C[SH](O)CC(=O)C(C(F)(F)F)C(F)(F)F
2807,CC12CCC3C(CC(O)C4(O)CC(O)CCC34C)C1CCC2Oc1ccc2cc(ONCC(=O)O)ccc2c1
2808,CC12CCC3C(CC(O)C4CC(O)CCC43C)C1CCC2C(=O)C(=NNc1ccccc1N(=O)O)C(=O)c1ccccc1C(=S)N1CCOCC1
2809,CC12CCC3C(CC(O)C4CC(O)CCC43C)C1CCC2c1cc(NC(CS)C(=O)O)c(C#N)c(=O)n1N
2810,CC12CCC3C(CC(O)C4CC(O)CCC43C)C1CCC2c1cc2ccccc2c(ONc2ccc(I)cc2)c1Nc1ccc(Br)cc1Br
2811,CC12CCC3C(CC(O)C4CC(O)CCC43C)C1CCC2c1ccc(C(=S)N2CCCCC2)cc1-c1ccc(Cl)c(N(=O)O)c1
2812,CC12CCC3C(CC(O)C4CC(O)CCC43C)C1CCC2c1ccc(C=Nn2c(S)nnc2CC#N)cc1
2813,CC12CCC3C(CC(OC4C=C(c5ccccc5)NC4)C4(O)CC(O)CCC34C)C1CCC2c1csc(N=C(N)N)n1
2814,CC12CCC3C(CC(OCC4CC4)C4(O)CC(O)CCC34C)C1CCC2C(=O)CCC[PH](c1ccccc1)(c1ccccc1)c1ccccc1
2815,CC12CCC3C(CC(Oc4cc(Cl)c(N(=O)O)cc4N(=O)O)C4(O)CC(O)CCC34C)C1CCC2OCCCC(=O)O
2816,CC12CCC3C(CC(Oc4cc(N(=O)O)cc(S(O)(O)O)c4)C4(O)CC(O)CCC34C)C1CCC2n1ncc(C=O)c1N
2817,CC12CCC3C(CC(Oc4cncn4)C4(O)CC(O)CCC34C)C1CCC2N1c2ccccc2Sc2ccc(C#N)cc21
2818,CC12CCC3C(CC=C4CC(OC(Cc5cccnc5)c5cc(I)cc(I)c5O)CCC43C)C1CCC2=O
2819,CC12CCC3C(CC=C4CC(OC5C(=O)N(Cc6cc(Br)cc(N(=O)O)c6O)N(c6nnc(S)n6N=Cc6ccccc6O)C5=O)CCC43C)C1CCC2=O
2820,CC12CCC3C(CC=C4CC(OC5OC(=O)CC5Nc5ccccc5N(=O)O)CCC43C)C1CCC2=O
2821,CC12CCC3C(CC=C4CC(ON5C(=O)C(C(=O)O)C(=O)N5C56C=CC(CC5)C5C(=O)OC(=O)C56)CCC43C)C1CCC2=O
2822,CC12CCC3C(CC=C4CC(OOc5ccc(Cc6ccc(C(Br)=NNc7ccc(N(=O)O)cc7)cc6)cc5)CCC43C)C1CCC2=O
2823,CC12CCC3C(CCC(C(=O)CCS)C3(C)CC(=NO)c3cccc4ccccc34)C1CCC2=O
2824,CC12CCC3C(CCC(c4c(Br)ccc5c4C(=O)C5)C3(C)C3OC(C(N)=O)=CCC3Br)C1CCC2=O
2825,CC12CCC3C(CCC4(C)C3CCC4(O)Cc3nc4ccccc4nc3-c3ccc4c(c3)CNCC4)C1(C)CCC(O)C2
2826,CC12CCC3C(CCC4(C)C3CCC4(O)Nc3ccc(COS(O)(O)C(F)(F)F)cc3)C1(C)CCC(O)C2
2827,CC12CCC3C(CCC4(C)C3CCC4(O)Nc3ccc4cc(OCc5ccc(F)cc5)ccc4c3)C1(C)CCC(O)C2
2828,CC12CCC3C(CCC4(C)C3CCC4(O)OC3C(CC(=NO)c4ccc5ccccc5c4)OCC3(Oc3c(F)cccc3F)c3cc4c(cc3N(=O)O)CCC(=O)N4)C1(C)CCC(O)C2
2829,CC12CCC3C(CCC4(C)C3CCC4(O)c3c(=O)ncn4nc(CC(O)=NNC(N)=O)ccc34)C1(C)CCC(O)C2
2830,CC12CCC3C(CCC4(C)C3CCC4(O)c3ccc(NN=C(C(=O)CC(N)=O)S(O)(O)c4ccccc4)cc3)C1(C)CCC(O)C2
2831,CC12CCC3C(CCC4(C)CC(O)(C(=O)C(CC(=O)C(C#N)=NNc5cccc(N(=O)O)c5)NC(S)C(=O)O)CCC34C)C1CCC2O
2832,CC12CCC3C(CCC4(C)CC(O)(C(c5ccc(O)cc5)c5sc6sc(C#N)c(N)c6c5N)CCC34C)C1CCC2O
2833,CC12CCC3C(CCC4(C)CC(O)(C5Cc6cc7c(cc6NC5=O)NC(=O)C(Nc5ccccc5O)C7)CCC34C)C1CCC2O
2834,CC12CCC3C(CCC4(C)CC(O)(NCCC5(O)C(O)CC6C7CCC8=CC(=O)C=CC8(C)C7(F)C(O)CC65C)CCC34C)C1CCC2O
2835,CC12CCC3C(CCC4(C)CC(O)(NCCCC(C(=O)O)c5nc6ccccc6s5)CCC34C)C1CCC2O
2836,CC12CCC3C(CCC4(C)CC(O)(c5c(-c6ccc7c(c6)C(=NNc6ccc(N(=O)O)cc6N(=O)O)C7)c(C#N)c(=O)n6c5sc5ccccc56)CCC34C)C1CCC2O
2837,CC12CCC3C(CCC4(C)CC(O)(c5ccc6c(c5)CCC(c5csc(C(C#N)=NNc7cc(Cl)ccc7Cl)n5)C6=O)CCC34C)C1CCC2O
2838,CC12CCC3C(CCC4(C)CC(O)(c5nnc(-c6nc7ccccc7c(=O)o6)s5)CCC34C)C1CCC2O
2839,CC12CCC3C(CCC4(C)CC(O)CCC34C)C1CC(O)(C(CCl)C1(O)C=CC(=O)C=C1)C2
2840,CC12CCC3C(CCC4(C)CC(O)CCC34C)C1CC(O)(C1CC(Cc3ccc4c(Br)cccc4c3)CN1C1CC(=O)NC(=O)C1)C2
2841,CC12CCC3C(CCC4(C)CC(O)CCC34C)C1CC(O)(C1CC(OC3=CC(=O)C4(C)CCC3C4(C)C)CN1C(=S)Nc1nc3ccccc3nc(=O)c1NNc1cccnc1)C2
2842,CC12CCC3C(CCC4(C)CC(O)CCC34C)C1CC(O)(CCC(C(=O)O)c1cc(Cl)cc(N)c1Cl)C2
2843,CC12CCC3C(CCC4(C)CC(O)CCC34C)C1CC(O)(c1ccc3cc(NCC(=O)O)nc3c1)C2
2844,CC12CCC3C(CCC4(C)CC(OCCc5ccccc5I)CCC34C)C1CCC2O
2845,CC12CCC3C(CCC4(C)CC(c5sc6sc(C7(C#Cc8ccccc8)Cc8ccccc87)c(N)c6c5N)CCC34C)C1CCC2O
2846,CC12CCC3C(CCC4(C)CCCC34O)C1(C)CCC(CC=O)(c1cc3c(cc1N(=O)O)CCC(=O)N3)C2
2847,CC12CCC3C(CCC4(C)CCCC34O)C1(C)CCC(Cc1ccc3ccccc3c1)(c1ccc3c(=O)n4c(cc3c1)CCCC4)C2
2848,CC12CCC3C(CCC4(C)CCCC34O)C1(C)CCC(Nc1ncnc(N)n1)(c1c(N(=O)O)cccc1N(=O)O)C2
2849,CC12CCC3C(CCC45CCC(=O)C4C35C)C1CCC2c1c(Cl)c(Cl)c(C(Br)C(Br)N(=O)O)c(Cl)c1Cl
2850,CC12CCC3C(CCC45CCC(=O)C4C35C)C1CCC2c1ccc2c(c1)CC1(CCC(Cc3ccc4ccccc4c3)CC1)C2
2851,CC12CCC3C(CCC45OC4C(=O)C=CC35O)C1CCC2OC(=O)C(=S)Nc1ccc2c(c1)OCO2
2852,CC12CCC3C(CCC45OC4C(=O)C=CC35O)C1CCC2OC12CCC3(CC1C(=O)C(C#N)=NNc1ccc(Cl)cc1)C1Cc4ccc(O)c5c4C3(CCN1c1nnc(S)n1N=Cc1ccccc1)C2O5
2853,CC12CCC3C(CCC45OC4C(=O)C=CC35O)C1CCC2ONC(Cc1ccc(N=Nc2ccccc2)cc1)C(C(=O)O)c1ccc2cc(N(=O)O)ccc2c1
2854,CC12CCC3C(CCC4CC(C(C(=O)C5=NC=NC5)c5ccccc5C#N)CCC43C)C1CCC2=O
2855,CC12CCC3C(CCC4CC(C(CC5(Nc6ccc(N(=O)O)cc6N)Cc6ccc(OC7CCCCC7)cc6C(=O)O5)C(=O)O)=CCC43C)C1CCC2O
2856,CC12CCC3C(CCC4CC(C(COc5ccc(Oc6ccc(N)c(Cl)c6)cc5)C(=O)O)=CCC43C)C1CCC2O
2857,CC12CCC3C(CCC4CC(C(Cc5cc(=Nc6ccc(CCC(=O)O)cc6)cc(-c6cc7ccccc7oc6=N)s5)C(=O)O)=CCC43C)C1CCC2O
2858,CC12CCC3C(CCC4CC(C5(C6C7=C(CCCC7)OC7=C6CCCC7)CC67CCC8C(C)(CCCC8(C)C(Cl)(Cl)Cl)C6CCC5C7)CCC43C)C1CC=C2C#Cc1ccccc1
2859,CC12CCC3C(CCC4CC(CC(Br)CC(=O)CN)CCC43C)C1CC(=O)C2
2860,CC12CCC3C(CCC4CC(CCCC(=O)CC5OCCO5)CCC43C)C1CCC2=O
2861,CC12CCC3C(CCC4CC(CCCc5ccc(N(=O)O)cc5Cl)CCC43C)C1CCC2=O
2862,CC12CCC3C(CCC4CC(Cc5cc(N)cc(Cc6ccc(C(Cl)=NO)cc6)c5)CCC43C)C1CCC2O
2863,CC12CCC3C(CCC4CC(Cc5ccccc5NCC(Cl)=CCl)CCC43C)C1CCC2O
2864,CC12CCC3C(CCC4CC(N(CCC(=O)NNc5ccccc5)S(=O)(=O)c5ccc(N)cc5)CCC43C)C1CCC2=O
2865,CC12CCC3C(CCC4CC(Nc5c(O)ccc6cc(Nc7ccc8c(c7)NC(=O)C8)ccc56)CCC43C)C1CC(=O)C2
2866,CC12CCC3C(CCC4CC(O)(C(C)(C)C(=O)N5Cc6ccccc6OC5=O)CCC43C)C1CCC2=O
2867,CC12CCC3C(CCC4CC(O)(c5c6c(c(-c7cc(N(=O)O)cc(N(=O)O)c7O)c7c5CCCN7)NCCC6)CCC43C)C1CCC2=O
2868,CC12CCC3C(CCC4CC(O)CCC43C)C1CCC2Cc1cc(Cc2ccccc2C=NNc2ccc(N(=O)O)cc2N(=O)O)c(N(=O)O)cc1N(=O)O
2869,CC12CCC3C(CCC4CC(OC(=O)CCCCC(=O)n5cccn5)CCC43C)C1CCC2=O
2870,CC12CCC3C(CCC4CC(OC(CP(c5ccccc5)c5ccccc5)C(ONCNC5=CC(=O)c6ccccc6C5=O)C(OCc5ccccc5N(=O)O)C(COc5cccc6c5CCCC6)ONC(CS)C(=O)O)CCC43C)C1CCC2O
2871,CC12CCC3C(CCC4CC(OC5(OCC(Cl)(Cl)Cl)CC67CCC8C(C)(CCCC8(C)C8CCC9C%10CC(Cl)C%11(O)CC(=O)CCC%11(C)C%10CCC98C)C6CCC5C7)CCC43C)C1CCC2O
2872,CC12CCC3C(CCC4CC(OC5(c6nc(Cl)c(Cl)c(N)c6Cl)CCC6(C)C(CCC7C8CCC(O)C8(C)CCC76)C5)CCC43C)C1CCC2=O
2873,CC12CCC3C(CCC4CC(OC5C(=O)N(CC(Cl)=C(Cl)Cl)N(c6nnc(S)n6N=Cc6ccc(Cl)cc6)C5=O)CCC43C)C1CCC2O
2874,CC12CCC3C(CCC4CC(OC5CCC6(C)C(=CCC7C6CCC6(C)C(C8c9ccccc9-c9ccccc98)CCC76)C5)CCC43C)C1CC=C2C#Cc1ccccc1
2875,CC12CCC3C(CCC4CC(OC5CCC6C7C(=O)CC8CC9(CCC8(C)C7CC(=O)C56C)OCCO9)(C5CCC6C7C(O)C(O)C8CC(O)CCC8(C)C7CC(O)C65C)CCC43C)C1CCC2=O
2876,CC12CCC3C(CCC4CC(OCc5ccc(CC(F)(F)F)o5)CCC43C)C1CCC2O
2877,CC12CCC3C(CCC4CC(OCc5ccc(CCc6c(Cl)cccc6Cl)o5)CCC43C)C1CCC2O
2878,CC12CCC3C(CCC4CC(OCc5ccc(N(=O)O)cc5S(O)(O)O)CCC43C)C1CCC2CCC#N
2879,CC12CCC3C(CCC4CC(ONC5C6CCC(C)(C5NN5N=C(C(F)(F)F)C(=NNc7cccc(N(=O)O)c7)C5=O)C6(C)C)CCC43C)C1CCC2=O
2880,CC12CCC3C(CCC4CC(OSSc5ccc(Cl)cc5O)CCC43C)C1CCC2=O
2881,CC12CCC3C(CCC4CC(O[PH]5(O)Oc6ccccc6C6C7(Cc8cc9ccccc9oc8=N)C(c8ccccc8O[PH]7(O)ONc7ccccc7NNc7ccccc7)C65c5cccc(N)c5)CCC43C)C1CC(=O)C2
2882,CC12CCC3C(CCC4CC(Oc5ccc(C=NN=Cc6ccc(OC7C8CCC(C)(C7O)C8(C)C)c(-c7c(N(=O)O)cc8c(c7N(=O)O)NC(=O)CC8)c6)cc5Cc5ccc(N=Cc6ccccc6)cc5)CCC43C)C1CC(=O)C2
2883,CC12CCC3C(CCC4CC(Oc5ccc6c(c5)C(C)(C)C(n5ncc7c(N)ncnc75)O6)CCC43C)C1CCC2=O
2884,CC12CCC3C(CCC4CC(Oc5ccc6c(c5)CCC6)(c5cccc6c5C(=O)C6)CCC43C)C1CCC2O
2885,CC12CCC3C(CCC4CC(Oc5cccc(N=Nc6cccc(OC7CCC(C8C(=O)NC(=O)NC8=O)CC7)c6)c5)CCC43C)C1CC=C2C#Cc1ccccc1
2886,CC12CCC3C(CCC4CC(Oc5csc(C(C#N)=NNc6cc(Cl)ccc6Cl)n5)(c5c(N)sc6c5CCCC6)CCC43C)C1CCC2O
2887,CC12CCC3C(CCC4CC(On5ccccc5=O)(c5cc6c(cc5O)CCNC6)CCC43C)C1CCC2O
2888,CC12CCC3C(CCC4CC(c5cc(-c6ccc7c(c6)NC(=O)CC7)cc(C6CC(=O)c7cnccc7C6)c5OC5C(=O)c6ccccc6N5=NO)CCC43C)C1CC(=O)C2
2889,CC12CCC3C(CCC4CC(c5cc(N(=O)O)c(N(CCO)Cc6ccc7c(c6N)C(=O)c6ccccc6C7=O)c(N(=O)O)c5)CCC43C)C1CCC2O
2890,CC12CCC3C(CCC4CC(c5ccc(OC6CCc7ccccc7N6)c(-c6nnc7ncccc67)c5)CCC43C)C1CCC2O
2891,CC12CCC3C(CCC4CC(c5nccc6cc(C(Br)CBr)c(O)cc56)CCC43C)C1CC=C2C#Cc1ccccc1
2892,CC12CCC3C(CCC4CC=CCC43C)C1CC=C2CCC(=O)C#Cc1cccc(C#CC(=O)c2cncn2)c1
2893,CC12CCC3C(CCC4CC=CCC43C)C1CC=C2CCC(=O)C(C#N)NC(CS)C(=O)O
2894,CC12CCC3C(CCC4CC=CCC43C)C1CC=C2CCC1(C2C(=O)NC3=C(C2=O)C(c2ccc(Br)cc2)c2c(c4ccccc4oc2=O)O3)OCC(COc2cc(Cl)c(Cl)cc2Cl)O1
2895,CC12CCC3C(CCC4CCCCC43C)C1CC(OC(CNNC(CO)C(=O)O)c1cccc(NN=C(C#N)c3nc4ccccc4s3)c1)C2
2896,CC12CCC3C(CCC4CCCCC43C)C1CC(OC1C(n3ncc(N)c(Cl)c3=O)C3CCC1(C)C3(C)C)C2
2897,CC12CCC3C(CCC4CCCCC43C)C1CC(OC1CC3(CCC1=O)Cc1cc(-c4cc(=O)oc5ccccc45)ccc1C3=O)C2
2898,CC12CCC3C(CCC4CCCCC43C)C1CC(OC1OC(c3ccc4c(c3)C(C(=O)O)C4)CC1O)C2
2899,CC12CCC3C(CCC4CCCCC43C)C1CC(OCC(Br)CNc1cccc3c(N)cccc13)C2
2900,CC12CCC3C(CCC4CCCCC43C)C1CC(OCc1nc3ccccc3nc1Cc1ccc3nc(S(N)(=O)=O)sc3c1)C2
2901,CC12CCC3C(CCC4CCCCC43C)C1CC(ONC(CF)C(O)C1C(=O)NC(=S)NC1=O)C2
2902,CC12CCC3C(CCC4CCCCC43C)C1CC(ONc1ccccc1CC(=O)C(C(F)(F)F)(C(F)(F)F)C(F)(F)F)C2
2903,CC12CCC3C(CCC4CCCCC43C)C1CC(Oc1nn(C3Cc4ccccc43)c(=S)o1)C2
2904,CC12CCC3C4=C(CCC3C1(C)CCC(O)C2)C(C)(C1(C(=O)CCCCC(=O)O)CCC(=O)NC1=O)CC4
2905,CC12CCC3C4CC=C(CC(=O)C(C(N)=S)=C5NN=C(c6ccccc6O)O5)C3(CC4)CC1CCC2N1CCCCCC1
2906,CC12CCC3C4CC=C(CC(=O)C(O)CCN)C3(CC4)CC1CCC2c1ncccn1
2907,CC12CCC3C4CC=C(CCC5COc6ccccc6O5)C3(CC4)CC1CCC2c1ccccc1N
2908,CC12CCC3C4CC=C(Cc5csc(C(C#N)=NNc6ccc(F)cc6)n5)C3(CC4)CC1CCC2OCCCl
2909,CC12CCC3C4CC=C(Cc5nc6ccccc6nc(=O)c5NNc5cccnc5)C3(CC4)CC1CCC2N1C(=O)CSC1=S
2910,CC12CCCC1C1CCC(Sc3ccccc3)C(C)(n3c(=O)n4n(c3=O)C3C5OC4C3c3ccccc35)C1CC2
2911,CC12CCCC1C1CCC(c3nc4ccc(Cl)cc4s3)C(C)(c3nccs3)C1CC2
2912,CC12CCCC1C1CCC3CC(C4CCCCN4Cc4ccc(Br)o4)CCC3(C)C1CC2
2913,CC12CCCC1C1CCC3CC(C4Nc5ccccc5NC4c4nc5ncccn5c4N=O)CCC3(C)C1CC2
2914,CC12CCCC1C1CCC3CC(CBr)(c4ccc(N)c(Cl)c4)CCC3(C)C1CC2
2915,CC12CCCC1C1CCC3CC(CC(O)CO)(c4nnc5c4C(c4ccc(Cl)cc4Cl)C(C#N)=C(N)O5)CCC3(C)C1CC2
2916,CC12CCCC1C1CCC3CC(CCBr)(C4C5CCC(C)(C4N)C5(C)C)CCC3(C)C1CC2
2917,CC12CCCC1C1CCC3CC(Cc4cc5ccccc5oc4=N)(c4nnc(S)s4)CCC3(C)C1CC2
2918,CC12CCCC1C1CCC3CC(OC(=O)C(C(=O)Nc4nccs4)C(Br)c4ccc(C=CN(=O)O)cc4)CCC3(C)C1CC2
2919,CC12CCCC1C1CCC3CC(OC(Br)N(O)c4ccccc4)(C(=O)C(=NNc4cc(Cl)ccc4Cl)S(O)(O)c4ccccc4)CCC3(C)C1CC2
2920,CC12CCCC1C1CCC3CC(OC4CC(C5C6=C(OC(=O)C5(C)C)C5(C)CCC7C(CC=C8CC(O)CCC87C)C5C6)N(C(=S)Nc5ccc(C=O)cc5)C4)CCC3(C)C1CC2
2921,CC12CCCC1C1CCC3CC(OC4CCC5C6C(=O)C=C7CC(ONc8cccc9ccccc89)CCC7(C)C6CCC45C)CCC3(C)C1CC2
2922,CC12CCCC1C1CCC3CC(OC4c5ccccc5-c5ccccc54)(c4cc(Cl)c(N(=O)O)cc4N(=O)O)CCC3(C)C1CC2
2923,CC12CCCC1C1CCC3CC(OCC(Br)c4ccc(NNc5ccccc5)cc4)CCC3(C)C1CC2
2924,CC12CCCC1C1CCC3CC(ONc4ccc(N=Nc5ccc(N=Nc6ccc(NCC=O)cc6)cc5)cc4)CCC3(C)C1CC2
2925,CC12CCCC1C1CCC3CC(OSc4ccc(N5N=C(C(F)(F)F)C(=NNc6ccc(Br)cc6)C5=O)nn4)CCC3(C)C1CC2
2926,CC12CCCC1C1CCC3CC(Oc4ccc(O)c(C(=O)NN)c4)CCC3(C)C1CC2
2927,CC12CCCC1C1CCC3CC(On4cncn4)(C4CC(c5ccc6ccccc6c5)=NN4c4ccccc4)CCC3(C)C1CC2
2928,CC12CCCC1C1CCC3CC(c4cc(S(N)(=O)=O)c(Cl)cc4NC4(O)CCC5C6CCC7CC(=O)CCC7(C)C6CCC54C)CCC3(C)C1CC2
2929,CC12CCCC1C1CCC3CC(c4nn(CC5(O)CCC6(O)C7CCC8=CC(=O)CCC8(C)C7CCC56C)c(=O)c5ccccc45)CCC3(C)C1CC2
2930,CC12CCCC1C1CCC3CC(n4cc(N(=O)O)c(CC5=N=c6ccccc6=N5)n4)CCC3(C)C1CC2
2931,CC12CCCC1C1CCC3CC(n4ncc(N=N(O)c5cnn(-c6c7c(oc8c6CCCC8)CCCC7)c5C#N)c4C#N)CCC3(C)C1CC2
2932,CC12CCCCC1C(Br)C(=O)C1C2CCC2(C)C1CCC2C(C1C(=O)Nc2ccccc21)C(O)C(O)C(O)C(O)CO
2933,CC12CCCCC1C(Br)C(=O)C1C2CCC2(C)C1CCC2C1(CC2CO2)CCC2(C)C3CCC4(C)CCCC4(O)C3CCC2(C)C1
2934,CC12CCCCC1C(Br)C(=O)C1C2CCC2(C)C1CCC2N1N=C(C(F)(F)F)C(Cc2cnc(N)nc2N)C1=O
2935,CC12CCCCC1C(O)C(O)C1C2CCC2(C)C1CCC2N1C(=C(C(=O)CC(=O)n2cnc3c(N)ncnc32)C(=O)Cc2ccc(N(=O)O)cc2S(O)(O)O)SC2=C1C(=O)c1ccccc1C2=O
2936,CC12CCCCC1C=CC1C2CCC2(C)C(C(=O)C3c4ccccc4C(=O)OC3Nc3ccc4c(c3)OCCO4)CCC12
2937,CC12CCCCC1C=CC1C2CCC2(C)C(SC(NCC(=O)O)C(O)C(O)C(O)C(O)CO)CCC12
2938,CC12CCCCC1C=CC1C2CCC2(C)C(c3cc(C(=O)C(C#N)=C4SCCS4)n(N)c(=O)c3C#N)CCC12
2939,CC12CCCCC1C=CC1C2CCC2(C)C(c3cccc(NNc4cccc(-c5cncn5)c4)c3)CCC12
2940,CC12CCCCC1C=CC1C2CCC2(C)C1CCC2C(Sc1ccc(N(=O)O)cc1N(=O)O)C(O)C(O)C(O)C(O)CO
2941,CC12CCCCC1CC(=O)C1C2CC(=O)C2(C)C(C(CN=Cc3ccc(C=NCC(c4cccc(Cl)c4)c4cc5c(cc4N(=O)O)OCCO5)cc3N(=O)O)ONC(CCC(=O)O)C(=O)O)CCC12
2942,CC12CCCCC1CC(=O)C1C2CC(=O)C2(C)C(C(NCC(=O)O)C(=NO)c3ccccc3)CCC12
2943,CC12CCCCC1CC(=O)C1C2CC(=O)C2(C)C(C3Nn4c(nnc4-n4ncc5c(=O)ncnc4-5)S3)CCC12
2944,CC12CCCCC1CC(=O)C1C2CC(=O)C2(C)C(Oc3cc(NCCN)cc(-c4cc5ccccc5s4)c3-n3ncc4c(=O)ccnc3-4)CCC12
