index,raw material 1,raw material 2,raw material 3,temperature,time
2482,0.36,0.34,0.31,48.0,30.0
2483,0.4,0.3,0.3,57.0,120.0
2484,0.65,0.24,0.11,79.0,70.0
2485,0.4,0.43,0.18,99.0,50.0
2486,0.38,0.36,0.26,65.0,100.0
2487,0.35000000000000003,0.26,0.4,70.0,20.0
2488,0.6900000000000001,0.08,0.23,77.0,20.0
2489,0.48,0.04,0.49,87.0,40.0
2490,0.61,0.37,0.02,83.0,10.0
2491,0.06,0.15,0.79,80.0,110.0
2492,0.76,0.08,0.16,101.0,130.0
2493,0.66,0.05,0.29,63.0,110.0
2494,0.62,0.1,0.27,72.0,80.0
2495,0.49,0.2,0.3,90.0,20.0
2496,0.6900000000000001,0.14,0.17,76.0,10.0
2497,0.6900000000000001,0.15,0.16,74.0,40.0
2498,0.23,0.19,0.58,45.0,120.0
2499,0.74,0.18,0.08,82.0,30.0
2500,0.56,0.25,0.19,47.0,110.0
2501,0.06,0.27,0.67,46.0,10.0
2502,0.62,0.35000000000000003,0.04,72.0,10.0
2503,0.55,0.33,0.12,75.0,120.0
2504,0.45,0.16,0.39,57.0,10.0
2505,0.13,0.22,0.65,65.0,30.0
2506,0.54,0.43,0.03,81.0,110.0
2507,0.29,0.48,0.23,109.0,80.0
2508,0.53,0.25,0.22,61.0,130.0
2509,0.23,0.23,0.54,77.0,20.0
2510,0.5,0.15,0.35000000000000003,71.0,10.0
2511,0.26,0.21,0.53,81.0,30.0
2512,0.03,0.38,0.59,100.0,40.0
2513,0.03,0.42,0.55,73.0,100.0
2514,0.1,0.35000000000000003,0.55,70.0,110.0
2515,0.36,0.24,0.4,61.0,40.0
2516,0.37,0.18,0.45,103.0,90.0
2517,0.62,0.01,0.37,84.0,90.0
2518,0.55,0.29,0.16,86.0,90.0
2519,0.34,0.07,0.59,65.0,30.0
2520,0.27,0.27,0.46,98.0,90.0
2521,0.11,0.37,0.52,71.0,70.0
2522,0.58,0.11,0.31,52.0,120.0
2523,0.74,0.03,0.23,45.0,80.0
2524,0.48,0.43,0.09,103.0,10.0
2525,0.37,0.32,0.31,60.0,80.0
2526,0.4,0.26,0.35000000000000003,92.0,10.0
2527,0.52,0.29,0.19,81.0,100.0
2528,0.06,0.16,0.78,91.0,70.0
2529,0.6900000000000001,0.21,0.1,41.0,70.0
2530,0.22,0.54,0.25,96.0,110.0
2531,0.31,0.33,0.36,106.0,100.0
2532,0.21,0.31,0.48,56.0,90.0
2533,0.52,0.14,0.34,87.0,70.0
2534,0.51,0.1,0.4,43.0,80.0
2535,0.54,0.05,0.4,84.0,30.0
2536,0.46,0.2,0.34,60.0,80.0
2537,0.56,0.32,0.11,51.0,130.0
2538,0.32,0.08,0.6,56.0,60.0
2539,0.22,0.34,0.44,108.0,30.0
2540,0.54,0.41000000000000003,0.05,94.0,50.0
2541,0.59,0.01,0.4,76.0,90.0
2542,0.44,0.19,0.37,60.0,20.0
2543,0.26,0.46,0.28,78.0,130.0
2544,0.27,0.4,0.34,96.0,120.0
2545,0.09,0.42,0.49,55.0,40.0
2546,0.42,0.51,0.07,67.0,70.0
2547,0.51,0.03,0.46,80.0,70.0
2548,0.31,0.16,0.53,88.0,40.0
2549,0.42,0.36,0.22,97.0,100.0
2550,0.33,0.4,0.27,83.0,120.0
2551,0.49,0.35000000000000003,0.16,95.0,30.0
2552,0.21,0.36,0.43,79.0,70.0
2553,0.36,0.24,0.4,56.0,60.0
2554,0.48,0.41000000000000003,0.11,110.0,20.0
2555,0.72,0.18,0.1,54.0,130.0
2556,0.0,0.34,0.66,51.0,70.0
2557,0.71,0.28,0.01,51.0,100.0
2558,0.48,0.04,0.48,78.0,50.0
2559,0.59,0.1,0.31,93.0,50.0
2560,0.66,0.19,0.15,104.0,50.0
2561,0.66,0.3,0.05,54.0,100.0
2562,0.26,0.37,0.37,84.0,70.0
2563,0.78,0.22,0.0,62.0,30.0
2564,0.47000000000000003,0.06,0.47000000000000003,54.0,130.0
2565,0.03,0.53,0.44,81.0,80.0
2566,0.47000000000000003,0.28,0.25,90.0,80.0
2567,0.6,0.39,0.01,84.0,110.0
2568,0.32,0.31,0.37,67.0,60.0
2569,0.38,0.19,0.44,106.0,100.0
2570,0.49,0.01,0.51,83.0,100.0
2571,0.22,0.36,0.41000000000000003,41.0,40.0
2572,0.45,0.02,0.53,92.0,50.0
2573,0.52,0.34,0.14,89.0,20.0
2574,0.31,0.4,0.29,40.0,50.0
2575,0.31,0.14,0.56,85.0,40.0
2576,0.37,0.18,0.45,45.0,90.0
2577,0.3,0.21,0.49,50.0,100.0
2578,0.33,0.19,0.49,47.0,120.0
2579,0.29,0.21,0.5,76.0,80.0
2580,0.42,0.27,0.31,41.0,70.0
2581,0.66,0.18,0.16,87.0,30.0
2582,0.46,0.41000000000000003,0.13,105.0,70.0
2583,0.3,0.26,0.43,83.0,80.0
2584,0.41000000000000003,0.23,0.36,46.0,120.0
2585,0.17,0.31,0.52,68.0,20.0
2586,0.75,0.14,0.11,46.0,60.0
2587,0.49,0.03,0.48,50.0,70.0
2588,0.05,0.42,0.53,61.0,110.0
2589,0.38,0.06,0.56,110.0,70.0
2590,0.64,0.3,0.06,86.0,110.0
2591,0.37,0.13,0.49,67.0,120.0
2592,0.52,0.16,0.32,42.0,130.0
2593,0.41000000000000003,0.17,0.42,74.0,80.0
2594,0.56,0.11,0.33,88.0,90.0
2595,0.45,0.18,0.38,80.0,10.0
2596,0.33,0.08,0.59,89.0,10.0
2597,0.44,0.17,0.39,68.0,30.0
2598,0.53,0.11,0.36,44.0,30.0
2599,0.25,0.35000000000000003,0.41000000000000003,64.0,120.0
2600,0.05,0.06,0.89,102.0,110.0
2601,0.21,0.36,0.43,72.0,30.0
2602,0.49,0.18,0.33,100.0,80.0
2603,0.8200000000000001,0.05,0.14,83.0,80.0
2604,0.28,0.18,0.54,89.0,130.0
2605,0.36,0.56,0.08,71.0,10.0
2606,0.31,0.23,0.46,66.0,10.0
2607,0.52,0.47000000000000003,0.0,51.0,30.0
2608,0.67,0.25,0.09,43.0,20.0
2609,0.85,0.12,0.04,79.0,30.0
2610,0.34,0.32,0.34,97.0,90.0
2611,0.47000000000000003,0.05,0.48,52.0,100.0
2612,0.5700000000000001,0.23,0.19,64.0,20.0
2613,0.48,0.12,0.4,95.0,80.0
2614,0.34,0.45,0.21,82.0,40.0
2615,0.6,0.02,0.38,73.0,70.0
2616,0.38,0.21,0.41000000000000003,83.0,10.0
2617,0.24,0.12,0.64,85.0,120.0
2618,0.3,0.2,0.5,85.0,100.0
2619,0.5700000000000001,0.21,0.22,59.0,70.0
2620,0.18,0.39,0.43,52.0,40.0
2621,0.42,0.19,0.38,43.0,100.0
2622,0.61,0.16,0.24,66.0,80.0
2623,0.32,0.28,0.4,93.0,50.0
2624,0.03,0.25,0.72,81.0,20.0
2625,0.19,0.1,0.72,59.0,90.0
2626,0.42,0.31,0.27,63.0,60.0
2627,0.31,0.32,0.37,75.0,80.0
2628,0.55,0.04,0.4,47.0,130.0
2629,0.04,0.44,0.51,49.0,110.0
2630,0.45,0.38,0.17,48.0,120.0
2631,0.02,0.34,0.64,77.0,100.0
2632,0.19,0.41000000000000003,0.4,90.0,80.0
2633,0.5,0.45,0.05,79.0,30.0
2634,0.12,0.36,0.52,91.0,60.0
2635,0.43,0.04,0.53,96.0,60.0
2636,0.49,0.22,0.29,73.0,30.0
2637,0.39,0.4,0.21,94.0,10.0
2638,0.15,0.27,0.58,43.0,10.0
2639,0.22,0.33,0.45,74.0,70.0
2640,0.2,0.37,0.44,43.0,40.0
2641,0.06,0.48,0.46,66.0,40.0
2642,0.27,0.31,0.42,61.0,130.0
2643,0.17,0.19,0.64,77.0,40.0
2644,0.56,0.1,0.34,75.0,100.0
2645,0.45,0.45,0.1,83.0,60.0
2646,0.51,0.1,0.39,67.0,80.0
2647,0.44,0.31,0.25,109.0,40.0
2648,0.0,0.11,0.89,48.0,130.0
2649,0.76,0.21,0.03,64.0,50.0
2650,0.46,0.37,0.17,53.0,100.0
2651,0.37,0.37,0.26,101.0,130.0
2652,0.49,0.18,0.33,66.0,60.0
2653,0.0,0.38,0.61,66.0,90.0
2654,0.28,0.19,0.53,98.0,40.0
2655,0.4,0.02,0.58,105.0,30.0
2656,0.42,0.19,0.39,105.0,10.0
2657,0.5700000000000001,0.24,0.19,79.0,80.0
2658,0.44,0.54,0.02,100.0,110.0
2659,0.39,0.43,0.18,77.0,10.0
2660,0.4,0.32,0.28,101.0,60.0
2661,0.18,0.46,0.36,98.0,20.0
2662,0.48,0.08,0.44,50.0,50.0
2663,0.43,0.13,0.44,59.0,30.0
2664,0.32,0.31,0.37,97.0,70.0
2665,0.29,0.38,0.32,96.0,90.0
2666,0.32,0.26,0.42,109.0,70.0
2667,0.1,0.24,0.66,75.0,80.0
2668,0.39,0.23,0.37,71.0,10.0
2669,0.48,0.1,0.42,88.0,70.0
2670,0.24,0.14,0.63,80.0,110.0
2671,0.64,0.18,0.19,69.0,120.0
2672,0.36,0.05,0.59,43.0,100.0
2673,0.2,0.41000000000000003,0.39,46.0,80.0
2674,0.14,0.36,0.5,79.0,110.0
2675,0.55,0.03,0.41000000000000003,47.0,70.0
2676,0.56,0.42,0.03,80.0,100.0
2677,0.54,0.33,0.13,46.0,130.0
2678,0.22,0.31,0.48,55.0,10.0
2679,0.52,0.1,0.38,66.0,40.0
2680,0.64,0.1,0.26,72.0,60.0
2681,0.36,0.21,0.43,95.0,20.0
2682,0.35000000000000003,0.25,0.4,106.0,90.0
2683,0.67,0.15,0.19,98.0,70.0
2684,0.5700000000000001,0.32,0.1,95.0,100.0
2685,0.5700000000000001,0.19,0.24,89.0,20.0
2686,0.3,0.3,0.4,71.0,30.0
2687,0.45,0.24,0.31,86.0,20.0
2688,0.47000000000000003,0.49,0.03,105.0,120.0
2689,0.47000000000000003,0.08,0.45,103.0,40.0
2690,0.43,0.26,0.3,79.0,80.0
2691,0.51,0.13,0.36,104.0,70.0
2692,0.05,0.22,0.73,75.0,60.0
2693,0.47000000000000003,0.32,0.21,57.0,40.0
2694,0.43,0.12,0.44,78.0,30.0
2695,0.91,0.05,0.03,86.0,80.0
2696,0.45,0.15,0.41000000000000003,59.0,70.0
2697,0.09,0.35000000000000003,0.56,79.0,90.0
2698,0.04,0.23,0.73,76.0,60.0
2699,0.45,0.1,0.46,102.0,50.0
2700,0.47000000000000003,0.04,0.49,87.0,20.0
2701,0.09,0.49,0.42,105.0,10.0
2702,0.51,0.44,0.05,82.0,130.0
2703,0.41000000000000003,0.14,0.45,68.0,60.0
2704,0.47000000000000003,0.03,0.5,83.0,70.0
2705,0.39,0.2,0.41000000000000003,72.0,40.0
2706,0.12,0.33,0.55,85.0,70.0
2707,0.01,0.5,0.49,76.0,130.0
2708,0.5700000000000001,0.18,0.25,100.0,40.0
2709,0.45,0.12,0.42,109.0,80.0
2710,0.48,0.25,0.27,75.0,120.0
2711,0.46,0.24,0.31,95.0,130.0
2712,0.43,0.13,0.44,89.0,100.0
2713,0.54,0.19,0.27,105.0,110.0
2714,0.35000000000000003,0.29,0.37,76.0,30.0
2715,0.54,0.3,0.16,42.0,120.0
2716,0.52,0.13,0.36,78.0,30.0
2717,0.85,0.11,0.04,84.0,110.0
2718,0.49,0.13,0.38,92.0,10.0
2719,0.34,0.05,0.61,51.0,120.0
2720,0.55,0.27,0.17,82.0,70.0
2721,0.45,0.44,0.11,72.0,30.0
2722,0.51,0.06,0.43,64.0,40.0
2723,0.36,0.17,0.47000000000000003,45.0,10.0
2724,0.36,0.12,0.53,94.0,40.0
2725,0.29,0.31,0.39,61.0,100.0
2726,0.27,0.26,0.48,87.0,10.0
2727,0.33,0.38,0.29,63.0,90.0
2728,0.44,0.22,0.34,78.0,120.0
2729,0.44,0.22,0.34,55.0,30.0
2730,0.68,0.03,0.3,98.0,20.0
2731,0.6900000000000001,0.2,0.12,49.0,70.0
2732,0.48,0.49,0.03,102.0,60.0
2733,0.32,0.05,0.63,80.0,70.0
2734,0.67,0.08,0.25,72.0,120.0
2735,0.35000000000000003,0.5,0.15,43.0,10.0
2736,0.36,0.53,0.11,105.0,10.0
2737,0.18,0.36,0.46,106.0,70.0
2738,0.23,0.5700000000000001,0.2,90.0,30.0
2739,0.6900000000000001,0.27,0.04,73.0,50.0
2740,0.05,0.43,0.52,94.0,60.0
2741,0.29,0.3,0.41000000000000003,97.0,80.0
2742,0.24,0.07,0.6900000000000001,57.0,40.0
2743,0.86,0.01,0.13,99.0,10.0
2744,0.43,0.37,0.19,47.0,110.0
2745,0.73,0.21,0.06,82.0,70.0
2746,0.51,0.17,0.32,95.0,30.0
2747,0.53,0.03,0.44,67.0,50.0
2748,0.46,0.1,0.43,58.0,120.0
2749,0.23,0.47000000000000003,0.3,99.0,100.0
2750,0.55,0.18,0.27,77.0,50.0
2751,0.62,0.31,0.06,78.0,120.0
2752,0.48,0.36,0.15,92.0,120.0
2753,0.15,0.31,0.53,55.0,120.0
2754,0.02,0.43,0.55,74.0,60.0
2755,0.38,0.19,0.44,96.0,100.0
2756,0.44,0.01,0.55,80.0,80.0
2757,0.36,0.19,0.45,87.0,90.0
2758,0.36,0.36,0.28,81.0,70.0
2759,0.53,0.44,0.03,59.0,130.0
2760,0.18,0.33,0.49,75.0,70.0
2761,0.29,0.41000000000000003,0.3,105.0,130.0
2762,0.55,0.06,0.39,71.0,60.0
2763,0.49,0.48,0.03,86.0,130.0
2764,0.51,0.0,0.49,57.0,60.0
2765,0.61,0.21,0.18,69.0,50.0
2766,0.22,0.5700000000000001,0.22,100.0,120.0
2767,0.22,0.22,0.55,80.0,80.0
2768,0.54,0.45,0.01,54.0,30.0
2769,0.37,0.18,0.46,46.0,40.0
2770,0.07,0.24,0.6900000000000001,64.0,100.0
2771,0.35000000000000003,0.51,0.13,71.0,110.0
2772,0.87,0.03,0.09,84.0,10.0
2773,0.21,0.42,0.37,69.0,70.0
2774,0.43,0.3,0.27,59.0,110.0
2775,0.38,0.19,0.43,42.0,20.0
2776,0.46,0.1,0.44,78.0,20.0
2777,0.12,0.2,0.68,105.0,20.0
2778,0.21,0.29,0.5,47.0,130.0
2779,0.59,0.34,0.07,88.0,20.0
2780,0.45,0.28,0.27,42.0,60.0
2781,0.19,0.17,0.65,40.0,120.0
2782,0.04,0.22,0.74,55.0,90.0
2783,0.2,0.15,0.65,107.0,100.0
2784,0.6900000000000001,0.13,0.18,78.0,40.0
2785,0.4,0.22,0.38,72.0,70.0
2786,0.46,0.0,0.54,100.0,100.0
2787,0.16,0.3,0.54,76.0,60.0
2788,0.02,0.16,0.8200000000000001,65.0,90.0
2789,0.46,0.31,0.23,75.0,10.0
2790,0.49,0.18,0.33,40.0,120.0
2791,0.8300000000000001,0.13,0.04,50.0,90.0
2792,0.34,0.37,0.29,108.0,130.0
2793,0.64,0.32,0.04,96.0,80.0
2794,0.16,0.49,0.35000000000000003,87.0,50.0
2795,0.35000000000000003,0.19,0.45,55.0,70.0
2796,0.49,0.06,0.45,54.0,50.0
2797,0.19,0.28,0.54,102.0,60.0
2798,0.42,0.13,0.46,106.0,40.0
2799,0.24,0.37,0.39,97.0,10.0
2800,0.51,0.06,0.43,69.0,30.0
2801,0.38,0.27,0.35000000000000003,41.0,110.0
2802,0.44,0.28,0.28,45.0,120.0
2803,0.29,0.17,0.53,98.0,50.0
2804,0.73,0.17,0.09,46.0,70.0
2805,0.32,0.22,0.46,86.0,30.0
2806,0.18,0.11,0.71,41.0,10.0
2807,0.05,0.56,0.39,104.0,120.0
2808,0.67,0.25,0.08,70.0,80.0
2809,0.48,0.26,0.26,101.0,110.0
2810,0.08,0.46,0.46,91.0,100.0
2811,0.8,0.03,0.17,77.0,90.0
2812,0.32,0.38,0.31,63.0,30.0
2813,0.05,0.34,0.61,64.0,90.0
2814,0.55,0.14,0.3,64.0,130.0
2815,0.46,0.3,0.24,50.0,110.0
2816,0.6,0.12,0.28,61.0,70.0
2817,0.07,0.08,0.85,48.0,20.0
2818,0.5,0.31,0.19,53.0,20.0
2819,0.35000000000000003,0.16,0.48,97.0,10.0
2820,0.38,0.19,0.42,63.0,90.0
2821,0.45,0.11,0.44,97.0,120.0
2822,0.42,0.09,0.49,95.0,30.0
2823,0.22,0.3,0.48,41.0,50.0
2824,0.25,0.36,0.39,88.0,30.0
2825,0.43,0.23,0.34,93.0,30.0
2826,0.31,0.26,0.43,56.0,130.0
2827,0.42,0.49,0.09,43.0,40.0
2828,0.33,0.04,0.63,58.0,130.0
2829,0.51,0.21,0.28,72.0,10.0
2830,0.35000000000000003,0.23,0.42,100.0,110.0
2831,0.2,0.35000000000000003,0.45,60.0,100.0
2832,0.17,0.04,0.78,43.0,40.0
2833,0.38,0.4,0.22,105.0,100.0
2834,0.26,0.37,0.37,52.0,90.0
2835,0.79,0.1,0.11,68.0,110.0
2836,0.39,0.5,0.11,86.0,110.0
2837,0.31,0.29,0.4,62.0,40.0
2838,0.29,0.24,0.47000000000000003,62.0,40.0
2839,0.27,0.26,0.47000000000000003,100.0,100.0
2840,0.43,0.02,0.54,82.0,70.0
2841,0.41000000000000003,0.23,0.36,41.0,110.0
2842,0.5700000000000001,0.32,0.11,79.0,50.0
2843,0.59,0.17,0.24,57.0,50.0
2844,0.58,0.09,0.33,51.0,110.0
2845,0.12,0.33,0.56,68.0,40.0
2846,0.74,0.21,0.05,64.0,60.0
2847,0.3,0.39,0.31,104.0,60.0
2848,0.53,0.15,0.32,57.0,70.0
2849,0.38,0.25,0.37,72.0,30.0
2850,0.4,0.18,0.42,57.0,100.0
2851,0.22,0.49,0.29,53.0,10.0
2852,0.92,0.03,0.05,79.0,100.0
2853,0.07,0.38,0.55,72.0,10.0
2854,0.38,0.03,0.59,82.0,80.0
2855,0.6,0.18,0.22,77.0,10.0
2856,0.46,0.41000000000000003,0.13,104.0,10.0
2857,0.2,0.29,0.51,91.0,40.0
2858,0.45,0.22,0.32,66.0,10.0
2859,0.09,0.04,0.87,108.0,100.0
2860,0.41000000000000003,0.3,0.29,73.0,50.0
2861,0.06,0.24,0.7000000000000001,77.0,40.0
2862,0.8,0.06,0.14,56.0,40.0
2863,0.06,0.14,0.81,75.0,40.0
2864,0.29,0.03,0.68,41.0,50.0
2865,0.12,0.4,0.48,91.0,50.0
2866,0.17,0.43,0.39,97.0,20.0
2867,0.45,0.38,0.18,85.0,100.0
2868,0.54,0.27,0.19,70.0,70.0
2869,0.52,0.26,0.22,76.0,80.0
2870,0.43,0.19,0.38,46.0,10.0
2871,0.42,0.22,0.36,41.0,80.0
2872,0.5,0.41000000000000003,0.09,58.0,110.0
2873,0.44,0.55,0.0,101.0,100.0
2874,0.36,0.31,0.33,55.0,80.0
2875,0.28,0.37,0.35000000000000003,95.0,100.0
2876,0.13,0.31,0.56,71.0,80.0
2877,0.46,0.1,0.44,54.0,80.0
2878,0.58,0.38,0.04,101.0,60.0
2879,0.35000000000000003,0.2,0.46,91.0,20.0
2880,0.51,0.25,0.23,94.0,50.0
2881,0.05,0.39,0.56,109.0,120.0
2882,0.23,0.25,0.52,75.0,80.0
2883,0.32,0.15,0.52,57.0,40.0
2884,0.45,0.38,0.17,50.0,130.0
2885,0.5700000000000001,0.0,0.43,84.0,20.0
2886,0.43,0.18,0.4,76.0,110.0
2887,0.4,0.01,0.58,53.0,90.0
2888,0.25,0.33,0.42,55.0,100.0
2889,0.62,0.23,0.15,85.0,50.0
2890,0.43,0.43,0.14,97.0,130.0
2891,0.35000000000000003,0.23,0.42,48.0,130.0
2892,0.45,0.15,0.4,84.0,10.0
2893,0.26,0.42,0.32,104.0,60.0
2894,0.16,0.25,0.58,45.0,80.0
2895,0.26,0.28,0.46,94.0,60.0
2896,0.25,0.1,0.65,90.0,60.0
2897,0.37,0.1,0.53,99.0,10.0
2898,0.47000000000000003,0.11,0.42,51.0,100.0
2899,0.15,0.38,0.47000000000000003,50.0,10.0
2900,0.12,0.26,0.62,53.0,100.0
2901,0.39,0.23,0.39,69.0,40.0
2902,0.12,0.02,0.86,84.0,30.0
2903,0.48,0.23,0.29,62.0,40.0
2904,0.39,0.21,0.4,63.0,50.0
2905,0.36,0.36,0.28,52.0,100.0
2906,0.39,0.52,0.09,67.0,110.0
2907,0.05,0.32,0.63,93.0,20.0
2908,0.42,0.28,0.3,106.0,80.0
2909,0.08,0.1,0.8200000000000001,42.0,100.0
2910,0.11,0.11,0.78,98.0,50.0
2911,0.53,0.35000000000000003,0.13,88.0,20.0
2912,0.22,0.41000000000000003,0.37,66.0,80.0
2913,0.59,0.35000000000000003,0.06,107.0,20.0
2914,0.68,0.18,0.14,109.0,120.0
2915,0.52,0.21,0.27,69.0,40.0
2916,0.43,0.44,0.12,49.0,30.0
2917,0.23,0.3,0.48,82.0,20.0
2918,0.45,0.12,0.43,97.0,90.0
2919,0.33,0.11,0.5700000000000001,101.0,100.0
2920,0.71,0.09,0.2,85.0,40.0
2921,0.33,0.21,0.46,94.0,30.0
2922,0.46,0.4,0.14,50.0,90.0
2923,0.6,0.39,0.0,48.0,110.0
2924,0.41000000000000003,0.24,0.36,58.0,90.0
2925,0.56,0.3,0.14,54.0,60.0
2926,0.44,0.17,0.39,59.0,50.0
2927,0.67,0.05,0.28,54.0,80.0
2928,0.47000000000000003,0.18,0.36,89.0,40.0
2929,0.25,0.23,0.52,104.0,20.0
2930,0.24,0.29,0.46,60.0,40.0
2931,0.52,0.26,0.22,63.0,30.0
2932,0.49,0.49,0.03,72.0,50.0
2933,0.46,0.15,0.39,43.0,110.0
2934,0.46,0.32,0.22,98.0,10.0
2935,0.13,0.22,0.65,73.0,40.0
2936,0.04,0.1,0.86,54.0,10.0
2937,0.4,0.45,0.14,108.0,40.0
2938,0.4,0.22,0.38,100.0,20.0
2939,0.08,0.43,0.49,94.0,110.0
2940,0.48,0.31,0.21,88.0,60.0
2941,0.5700000000000001,0.29,0.14,49.0,70.0
2942,0.46,0.11,0.44,96.0,100.0
2943,0.46,0.18,0.36,95.0,120.0
2944,0.34,0.11,0.55,89.0,50.0
2945,0.04,0.36,0.6,64.0,20.0
2946,0.54,0.19,0.27,53.0,110.0
2947,0.44,0.01,0.55,96.0,100.0
2948,0.11,0.53,0.36,91.0,100.0
2949,0.54,0.1,0.36,46.0,30.0
2950,0.33,0.04,0.63,77.0,50.0
2951,0.42,0.24,0.34,84.0,80.0
2952,0.46,0.25,0.28,59.0,120.0
2953,0.48,0.33,0.19,93.0,40.0
2954,0.3,0.23,0.48,62.0,10.0
2955,0.37,0.17,0.47000000000000003,95.0,50.0
2956,0.54,0.28,0.18,75.0,20.0
2957,0.35000000000000003,0.39,0.26,66.0,90.0
2958,0.46,0.13,0.42,83.0,120.0
2959,0.52,0.19,0.29,98.0,40.0
2960,0.34,0.21,0.45,42.0,100.0
2961,0.41000000000000003,0.2,0.39,44.0,40.0
2962,0.48,0.22,0.3,60.0,20.0
2963,0.31,0.22,0.47000000000000003,46.0,10.0
2964,0.34,0.24,0.41000000000000003,69.0,110.0
2965,0.42,0.12,0.46,89.0,50.0
2966,0.15,0.3,0.56,52.0,120.0
2967,0.44,0.12,0.43,90.0,20.0
2968,0.47000000000000003,0.18,0.35000000000000003,57.0,80.0
2969,0.26,0.54,0.2,58.0,70.0
2970,0.18,0.25,0.56,60.0,80.0
2971,0.52,0.22,0.25,66.0,60.0
2972,0.42,0.12,0.46,69.0,40.0
2973,0.34,0.22,0.43,102.0,110.0
2974,0.48,0.01,0.51,64.0,80.0
2975,0.14,0.34,0.52,73.0,100.0
2976,0.56,0.15,0.28,105.0,110.0
2977,0.5,0.44,0.07,46.0,60.0
2978,0.2,0.29,0.52,85.0,120.0
2979,0.66,0.27,0.07,56.0,10.0
2980,0.47000000000000003,0.31,0.21,50.0,120.0
2981,0.46,0.14,0.4,54.0,20.0
2982,0.66,0.29,0.04,95.0,20.0
2983,0.2,0.48,0.32,90.0,100.0
2984,0.53,0.42,0.05,103.0,80.0
2985,0.25,0.3,0.46,72.0,110.0
2986,0.55,0.25,0.21,109.0,80.0
2987,0.11,0.5,0.39,76.0,60.0
2988,0.11,0.21,0.68,96.0,60.0
2989,0.41000000000000003,0.27,0.32,101.0,50.0
2990,0.34,0.37,0.29,57.0,10.0
2991,0.67,0.11,0.22,73.0,100.0
2992,0.1,0.28,0.62,74.0,20.0
2993,0.14,0.49,0.37,92.0,110.0
2994,0.54,0.17,0.29,101.0,60.0
2995,0.18,0.51,0.3,66.0,50.0
2996,0.62,0.3,0.08,44.0,10.0
2997,0.4,0.34,0.26,98.0,60.0
2998,0.33,0.45,0.23,81.0,100.0
2999,0.25,0.53,0.22,85.0,40.0
3000,0.1,0.41000000000000003,0.49,40.0,90.0
3001,0.47000000000000003,0.22,0.31,55.0,100.0
3002,0.48,0.07,0.44,65.0,40.0
3003,0.5,0.28,0.22,45.0,80.0
3004,0.13,0.08,0.79,59.0,110.0
3005,0.48,0.24,0.29,109.0,40.0
3006,0.32,0.33,0.34,77.0,80.0
3007,0.2,0.32,0.47000000000000003,77.0,50.0
3008,0.45,0.21,0.34,41.0,70.0
3009,0.47000000000000003,0.28,0.25,74.0,110.0
3010,0.5,0.36,0.14,89.0,10.0
3011,0.65,0.06,0.29,57.0,20.0
3012,0.47000000000000003,0.29,0.24,107.0,80.0
3013,0.49,0.21,0.3,67.0,80.0
3014,0.3,0.14,0.56,74.0,10.0
3015,0.34,0.21,0.45,49.0,20.0
3016,0.37,0.24,0.39,54.0,40.0
3017,0.31,0.15,0.54,69.0,60.0
3018,0.33,0.18,0.49,103.0,100.0
3019,0.02,0.4,0.58,68.0,30.0
3020,0.49,0.13,0.38,53.0,110.0
3021,0.07,0.42,0.51,47.0,20.0
3022,0.44,0.26,0.3,81.0,60.0
3023,0.23,0.47000000000000003,0.3,86.0,50.0
3024,0.13,0.2,0.67,86.0,20.0
3025,0.68,0.1,0.22,92.0,110.0
3026,0.54,0.09,0.37,100.0,20.0
3027,0.49,0.07,0.45,77.0,30.0
3028,0.59,0.02,0.38,45.0,60.0
3029,0.62,0.1,0.28,73.0,100.0
3030,0.14,0.48,0.37,101.0,20.0
3031,0.72,0.13,0.15,88.0,120.0
3032,0.04,0.37,0.59,57.0,30.0
3033,0.49,0.46,0.04,71.0,90.0
3034,0.5700000000000001,0.19,0.24,78.0,40.0
3035,0.58,0.27,0.15,78.0,70.0
3036,0.6,0.3,0.1,100.0,70.0
3037,0.13,0.37,0.49,72.0,30.0
3038,0.27,0.13,0.6,65.0,100.0
3039,0.47000000000000003,0.31,0.22,104.0,110.0
3040,0.67,0.32,0.01,43.0,50.0
3041,0.12,0.17,0.71,96.0,80.0
3042,0.37,0.04,0.59,66.0,100.0
3043,0.41000000000000003,0.19,0.4,100.0,110.0
3044,0.78,0.08,0.14,58.0,100.0
3045,0.31,0.07,0.62,60.0,110.0
3046,0.65,0.0,0.35000000000000003,60.0,60.0
3047,0.56,0.12,0.32,106.0,30.0
3048,0.4,0.22,0.38,105.0,50.0
3049,0.18,0.2,0.62,79.0,70.0
3050,0.31,0.37,0.31,83.0,80.0
3051,0.17,0.11,0.72,59.0,100.0
3052,0.26,0.29,0.45,74.0,70.0
3053,0.38,0.35000000000000003,0.27,57.0,90.0
3054,0.07,0.26,0.67,77.0,120.0
3055,0.07,0.2,0.73,53.0,60.0
3056,0.43,0.17,0.4,83.0,50.0
3057,0.04,0.28,0.67,106.0,120.0
3058,0.21,0.25,0.53,98.0,110.0
3059,0.17,0.21,0.62,67.0,10.0
3060,0.35000000000000003,0.18,0.47000000000000003,58.0,130.0
3061,0.3,0.22,0.48,90.0,50.0
3062,0.11,0.43,0.46,90.0,90.0
3063,0.92,0.0,0.07,103.0,40.0
3064,0.32,0.26,0.42,103.0,110.0
