raw material 1,raw material 2,raw material 3,temperature,time
0.48,0.1,0.42,51,30
0.44,0.11,0.45,44,20
0.66,0.08,0.25,73,40
0.43,0.25,0.31,60,80
0.07,0.58,0.35000000000000003,42,20
0.03,0.52,0.45,84,60
0.6,0.03,0.37,53,40
0.22,0.27,0.5,50,80
0.39,0.2,0.41000000000000003,81,30
0.42,0.34,0.24,68,60
0.36,0.31,0.33,89,30
0.77,0.2,0.03,50,30
0.6,0.13,0.27,54,20
0.59,0.31,0.1,44,40
0.12,0.03,0.85,43,40
0.32,0.08,0.6,53,120
0.37,0.36,0.27,78,30
0.04,0.07,0.89,96,100
0.8200000000000001,0.08,0.1,99,110
0.4,0.2,0.41000000000000003,64,30
0.4,0.21,0.39,86,100
0.49,0.19,0.32,71,10
0.13,0.47000000000000003,0.4,69,110
0.55,0.07,0.38,66,60
0.17,0.16,0.66,44,50
0.35000000000000003,0.16,0.48,95,100
0.43,0.24,0.33,41,50
0.08,0.13,0.8,43,100
0.42,0.35000000000000003,0.22,92,40
0.53,0.35000000000000003,0.11,98,40
0.43,0.27,0.31,79,70
0.45,0.02,0.53,101,110
0.18,0.24,0.58,69,60
0.46,0.18,0.36,60,30
0.46,0.19,0.35000000000000003,55,120
0.87,0.0,0.12,85,40
0.55,0.28,0.17,60,20
0.56,0.25,0.18,41,30
0.26,0.42,0.32,78,130
0.59,0.27,0.14,104,50
0.5700000000000001,0.0,0.43,71,80
0.45,0.18,0.37,42,70
0.27,0.47000000000000003,0.26,78,40
0.4,0.01,0.59,67,40
0.43,0.02,0.56,83,110
0.41000000000000003,0.23,0.35000000000000003,42,110
0.49,0.22,0.28,69,30
0.52,0.28,0.2,77,20
0.5,0.14,0.36,58,70
0.48,0.29,0.23,44,120
0.53,0.29,0.18,86,130
0.11,0.19,0.7000000000000001,58,50
0.24,0.24,0.52,80,30
0.66,0.23,0.11,104,80
0.43,0.15,0.42,41,50
0.49,0.25,0.26,87,10
0.42,0.31,0.28,41,120
0.51,0.29,0.2,45,40
0.77,0.21,0.02,93,10
0.07,0.1,0.8300000000000001,101,70
0.38,0.24,0.38,50,30
0.61,0.09,0.29,96,50
0.33,0.09,0.58,46,30
0.25,0.31,0.44,103,120
0.36,0.34,0.31,48,30
0.4,0.3,0.3,57,120
0.65,0.24,0.11,79,70
0.4,0.43,0.18,99,50
0.38,0.36,0.26,65,100
0.35000000000000003,0.26,0.4,70,20
0.6900000000000001,0.08,0.23,77,20
0.48,0.04,0.49,87,40
0.61,0.37,0.02,83,10
0.06,0.15,0.79,80,110
0.76,0.08,0.16,101,130
0.66,0.05,0.29,63,110
0.62,0.1,0.27,72,80
0.49,0.2,0.3,90,20
0.6900000000000001,0.14,0.17,76,10
0.6900000000000001,0.15,0.16,74,40
0.23,0.19,0.58,45,120
0.74,0.18,0.08,82,30
0.56,0.25,0.19,47,110
0.06,0.27,0.67,46,10
0.62,0.35000000000000003,0.04,72,10
0.55,0.33,0.12,75,120
0.45,0.16,0.39,57,10
0.13,0.22,0.65,65,30
0.54,0.43,0.03,81,110
0.29,0.48,0.23,109,80
0.53,0.25,0.22,61,130
0.23,0.23,0.54,77,20
0.5,0.15,0.35000000000000003,71,10
0.26,0.21,0.53,81,30
0.03,0.38,0.59,100,40
0.03,0.42,0.55,73,100
0.1,0.35000000000000003,0.55,70,110
0.36,0.24,0.4,61,40
0.37,0.18,0.45,103,90
0.62,0.01,0.37,84,90
0.55,0.29,0.16,86,90
0.34,0.07,0.59,65,30
0.27,0.27,0.46,98,90
0.11,0.37,0.52,71,70
0.58,0.11,0.31,52,120
0.74,0.03,0.23,45,80
0.48,0.43,0.09,103,10
0.37,0.32,0.31,60,80
0.4,0.26,0.35000000000000003,92,10
0.52,0.29,0.19,81,100
0.06,0.16,0.78,91,70
0.6900000000000001,0.21,0.1,41,70
0.22,0.54,0.25,96,110
0.31,0.33,0.36,106,100
0.21,0.31,0.48,56,90
0.52,0.14,0.34,87,70
0.51,0.1,0.4,43,80
0.54,0.05,0.4,84,30
0.46,0.2,0.34,60,80
0.56,0.32,0.11,51,130
0.32,0.08,0.6,56,60
0.22,0.34,0.44,108,30
0.54,0.41000000000000003,0.05,94,50
0.59,0.01,0.4,76,90
0.44,0.19,0.37,60,20
0.26,0.46,0.28,78,130
0.27,0.4,0.34,96,120
0.09,0.42,0.49,55,40
0.42,0.51,0.07,67,70
0.51,0.03,0.46,80,70
0.31,0.16,0.53,88,40
0.42,0.36,0.22,97,100
0.33,0.4,0.27,83,120
0.49,0.35000000000000003,0.16,95,30
0.21,0.36,0.43,79,70
0.36,0.24,0.4,56,60
0.48,0.41000000000000003,0.11,110,20
0.72,0.18,0.1,54,130
0.0,0.34,0.66,51,70
0.71,0.28,0.01,51,100
0.48,0.04,0.48,78,50
0.59,0.1,0.31,93,50
0.66,0.19,0.15,104,50
0.66,0.3,0.05,54,100
0.26,0.37,0.37,84,70
0.78,0.22,0.0,62,30
0.47000000000000003,0.06,0.47000000000000003,54,130
0.03,0.53,0.44,81,80
0.47000000000000003,0.28,0.25,90,80
0.6,0.39,0.01,84,110
0.32,0.31,0.37,67,60
0.38,0.19,0.44,106,100
0.49,0.01,0.51,83,100
0.22,0.36,0.41000000000000003,41,40
0.45,0.02,0.53,92,50
0.52,0.34,0.14,89,20
0.31,0.4,0.29,40,50
0.31,0.14,0.56,85,40
0.37,0.18,0.45,45,90
0.3,0.21,0.49,50,100
0.33,0.19,0.49,47,120
0.29,0.21,0.5,76,80
0.42,0.27,0.31,41,70
0.66,0.18,0.16,87,30
0.46,0.41000000000000003,0.13,105,70
0.3,0.26,0.43,83,80
0.41000000000000003,0.23,0.36,46,120
0.17,0.31,0.52,68,20
0.75,0.14,0.11,46,60
0.49,0.03,0.48,50,70
0.05,0.42,0.53,61,110
0.38,0.06,0.56,110,70
0.64,0.3,0.06,86,110
0.37,0.13,0.49,67,120
0.52,0.16,0.32,42,130
0.41000000000000003,0.17,0.42,74,80
0.56,0.11,0.33,88,90
0.45,0.18,0.38,80,10
0.33,0.08,0.59,89,10
0.44,0.17,0.39,68,30
0.53,0.11,0.36,44,30
0.25,0.35000000000000003,0.41000000000000003,64,120
0.05,0.06,0.89,102,110
0.21,0.36,0.43,72,30
0.49,0.18,0.33,100,80
0.8200000000000001,0.05,0.14,83,80
0.28,0.18,0.54,89,130
0.36,0.56,0.08,71,10
0.31,0.23,0.46,66,10
0.52,0.47000000000000003,0.0,51,30
0.67,0.25,0.09,43,20
0.85,0.12,0.04,79,30
0.34,0.32,0.34,97,90
0.47000000000000003,0.05,0.48,52,100
0.5700000000000001,0.23,0.19,64,20
0.48,0.12,0.4,95,80
0.34,0.45,0.21,82,40
0.6,0.02,0.38,73,70
0.38,0.21,0.41000000000000003,83,10
0.24,0.12,0.64,85,120
0.3,0.2,0.5,85,100
0.5700000000000001,0.21,0.22,59,70
0.18,0.39,0.43,52,40
0.42,0.19,0.38,43,100
0.61,0.16,0.24,66,80
0.32,0.28,0.4,93,50
0.03,0.25,0.72,81,20
0.19,0.1,0.72,59,90
0.42,0.31,0.27,63,60
0.31,0.32,0.37,75,80
0.55,0.04,0.4,47,130
0.04,0.44,0.51,49,110
0.45,0.38,0.17,48,120
0.02,0.34,0.64,77,100
0.19,0.41000000000000003,0.4,90,80
0.5,0.45,0.05,79,30
0.12,0.36,0.52,91,60
0.43,0.04,0.53,96,60
0.49,0.22,0.29,73,30
0.39,0.4,0.21,94,10
0.15,0.27,0.58,43,10
0.22,0.33,0.45,74,70
0.2,0.37,0.44,43,40
0.06,0.48,0.46,66,40
0.27,0.31,0.42,61,130
0.17,0.19,0.64,77,40
0.56,0.1,0.34,75,100
0.45,0.45,0.1,83,60
0.51,0.1,0.39,67,80
0.44,0.31,0.25,109,40
0.0,0.11,0.89,48,130
0.76,0.21,0.03,64,50
0.46,0.37,0.17,53,100
0.37,0.37,0.26,101,130
0.49,0.18,0.33,66,60
0.0,0.38,0.61,66,90
0.28,0.19,0.53,98,40
0.4,0.02,0.58,105,30
0.42,0.19,0.39,105,10
0.5700000000000001,0.24,0.19,79,80
0.44,0.54,0.02,100,110
0.39,0.43,0.18,77,10
0.4,0.32,0.28,101,60
0.18,0.46,0.36,98,20
0.48,0.08,0.44,50,50
0.43,0.13,0.44,59,30
0.32,0.31,0.37,97,70
0.29,0.38,0.32,96,90
0.32,0.26,0.42,109,70
0.1,0.24,0.66,75,80
0.39,0.23,0.37,71,10
0.48,0.1,0.42,88,70
0.24,0.14,0.63,80,110
0.64,0.18,0.19,69,120
0.36,0.05,0.59,43,100
0.2,0.41000000000000003,0.39,46,80
0.14,0.36,0.5,79,110
0.55,0.03,0.41000000000000003,47,70
0.56,0.42,0.03,80,100
0.54,0.33,0.13,46,130
0.22,0.31,0.48,55,10
0.52,0.1,0.38,66,40
0.64,0.1,0.26,72,60
0.36,0.21,0.43,95,20
0.35000000000000003,0.25,0.4,106,90
0.67,0.15,0.19,98,70
0.5700000000000001,0.32,0.1,95,100
0.5700000000000001,0.19,0.24,89,20
0.3,0.3,0.4,71,30
0.45,0.24,0.31,86,20
0.47000000000000003,0.49,0.03,105,120
0.47000000000000003,0.08,0.45,103,40
0.43,0.26,0.3,79,80
0.51,0.13,0.36,104,70
0.05,0.22,0.73,75,60
0.47000000000000003,0.32,0.21,57,40
0.43,0.12,0.44,78,30
0.91,0.05,0.03,86,80
0.45,0.15,0.41000000000000003,59,70
0.09,0.35000000000000003,0.56,79,90
0.04,0.23,0.73,76,60
0.45,0.1,0.46,102,50
0.47000000000000003,0.04,0.49,87,20
0.09,0.49,0.42,105,10
0.51,0.44,0.05,82,130
0.41000000000000003,0.14,0.45,68,60
0.47000000000000003,0.03,0.5,83,70
0.39,0.2,0.41000000000000003,72,40
0.12,0.33,0.55,85,70
0.01,0.5,0.49,76,130
0.5700000000000001,0.18,0.25,100,40
0.45,0.12,0.42,109,80
0.48,0.25,0.27,75,120
0.46,0.24,0.31,95,130
0.43,0.13,0.44,89,100
0.54,0.19,0.27,105,110
0.35000000000000003,0.29,0.37,76,30
0.54,0.3,0.16,42,120
0.52,0.13,0.36,78,30
0.85,0.11,0.04,84,110
0.49,0.13,0.38,92,10
0.34,0.05,0.61,51,120
0.55,0.27,0.17,82,70
0.45,0.44,0.11,72,30
0.51,0.06,0.43,64,40
0.36,0.17,0.47000000000000003,45,10
0.36,0.12,0.53,94,40
0.29,0.31,0.39,61,100
0.27,0.26,0.48,87,10
0.33,0.38,0.29,63,90
0.44,0.22,0.34,78,120
0.44,0.22,0.34,55,30
0.68,0.03,0.3,98,20
0.6900000000000001,0.2,0.12,49,70
0.48,0.49,0.03,102,60
0.32,0.05,0.63,80,70
0.67,0.08,0.25,72,120
0.35000000000000003,0.5,0.15,43,10
0.36,0.53,0.11,105,10
0.18,0.36,0.46,106,70
0.23,0.5700000000000001,0.2,90,30
0.6900000000000001,0.27,0.04,73,50
0.05,0.43,0.52,94,60
0.29,0.3,0.41000000000000003,97,80
0.24,0.07,0.6900000000000001,57,40
0.86,0.01,0.13,99,10
0.43,0.37,0.19,47,110
0.73,0.21,0.06,82,70
0.51,0.17,0.32,95,30
0.53,0.03,0.44,67,50
0.46,0.1,0.43,58,120
0.23,0.47000000000000003,0.3,99,100
0.55,0.18,0.27,77,50
0.62,0.31,0.06,78,120
0.48,0.36,0.15,92,120
0.15,0.31,0.53,55,120
0.02,0.43,0.55,74,60
0.38,0.19,0.44,96,100
0.44,0.01,0.55,80,80
0.36,0.19,0.45,87,90
0.36,0.36,0.28,81,70
0.53,0.44,0.03,59,130
0.18,0.33,0.49,75,70
0.29,0.41000000000000003,0.3,105,130
0.55,0.06,0.39,71,60
0.49,0.48,0.03,86,130
0.51,0.0,0.49,57,60
0.61,0.21,0.18,69,50
0.22,0.5700000000000001,0.22,100,120
0.22,0.22,0.55,80,80
0.54,0.45,0.01,54,30
0.37,0.18,0.46,46,40
0.07,0.24,0.6900000000000001,64,100
0.35000000000000003,0.51,0.13,71,110
0.87,0.03,0.09,84,10
0.21,0.42,0.37,69,70
0.43,0.3,0.27,59,110
0.38,0.19,0.43,42,20
0.46,0.1,0.44,78,20
0.12,0.2,0.68,105,20
0.21,0.29,0.5,47,130
0.59,0.34,0.07,88,20
0.45,0.28,0.27,42,60
0.19,0.17,0.65,40,120
0.04,0.22,0.74,55,90
0.2,0.15,0.65,107,100
0.6900000000000001,0.13,0.18,78,40
0.4,0.22,0.38,72,70
0.46,0.0,0.54,100,100
0.16,0.3,0.54,76,60
0.02,0.16,0.8200000000000001,65,90
0.46,0.31,0.23,75,10
0.49,0.18,0.33,40,120
0.8300000000000001,0.13,0.04,50,90
0.34,0.37,0.29,108,130
0.64,0.32,0.04,96,80
0.16,0.49,0.35000000000000003,87,50
0.35000000000000003,0.19,0.45,55,70
0.49,0.06,0.45,54,50
0.19,0.28,0.54,102,60
0.42,0.13,0.46,106,40
0.24,0.37,0.39,97,10
0.51,0.06,0.43,69,30
0.38,0.27,0.35000000000000003,41,110
0.44,0.28,0.28,45,120
0.29,0.17,0.53,98,50
0.73,0.17,0.09,46,70
0.32,0.22,0.46,86,30
0.18,0.11,0.71,41,10
0.05,0.56,0.39,104,120
0.67,0.25,0.08,70,80
0.48,0.26,0.26,101,110
0.08,0.46,0.46,91,100
0.8,0.03,0.17,77,90
0.32,0.38,0.31,63,30
0.05,0.34,0.61,64,90
0.55,0.14,0.3,64,130
0.46,0.3,0.24,50,110
0.6,0.12,0.28,61,70
0.07,0.08,0.85,48,20
0.5,0.31,0.19,53,20
0.35000000000000003,0.16,0.48,97,10
0.38,0.19,0.42,63,90
0.45,0.11,0.44,97,120
0.42,0.09,0.49,95,30
0.22,0.3,0.48,41,50
0.25,0.36,0.39,88,30
0.43,0.23,0.34,93,30
0.31,0.26,0.43,56,130
0.42,0.49,0.09,43,40
0.33,0.04,0.63,58,130
0.51,0.21,0.28,72,10
0.35000000000000003,0.23,0.42,100,110
0.2,0.35000000000000003,0.45,60,100
0.17,0.04,0.78,43,40
0.38,0.4,0.22,105,100
0.26,0.37,0.37,52,90
0.79,0.1,0.11,68,110
0.39,0.5,0.11,86,110
0.31,0.29,0.4,62,40
0.29,0.24,0.47000000000000003,62,40
0.27,0.26,0.47000000000000003,100,100
0.43,0.02,0.54,82,70
0.41000000000000003,0.23,0.36,41,110
0.5700000000000001,0.32,0.11,79,50
0.59,0.17,0.24,57,50
0.58,0.09,0.33,51,110
0.12,0.33,0.56,68,40
0.74,0.21,0.05,64,60
0.3,0.39,0.31,104,60
0.53,0.15,0.32,57,70
0.38,0.25,0.37,72,30
0.4,0.18,0.42,57,100
0.22,0.49,0.29,53,10
0.92,0.03,0.05,79,100
0.07,0.38,0.55,72,10
0.38,0.03,0.59,82,80
0.6,0.18,0.22,77,10
0.46,0.41000000000000003,0.13,104,10
0.2,0.29,0.51,91,40
0.45,0.22,0.32,66,10
0.09,0.04,0.87,108,100
0.41000000000000003,0.3,0.29,73,50
0.06,0.24,0.7000000000000001,77,40
0.8,0.06,0.14,56,40
0.06,0.14,0.81,75,40
0.29,0.03,0.68,41,50
0.12,0.4,0.48,91,50
0.17,0.43,0.39,97,20
0.45,0.38,0.18,85,100
0.54,0.27,0.19,70,70
0.52,0.26,0.22,76,80
0.43,0.19,0.38,46,10
0.42,0.22,0.36,41,80
0.5,0.41000000000000003,0.09,58,110
0.44,0.55,0.0,101,100
0.36,0.31,0.33,55,80
0.28,0.37,0.35000000000000003,95,100
0.13,0.31,0.56,71,80
0.46,0.1,0.44,54,80
0.58,0.38,0.04,101,60
0.35000000000000003,0.2,0.46,91,20
0.51,0.25,0.23,94,50
0.05,0.39,0.56,109,120
0.23,0.25,0.52,75,80
0.32,0.15,0.52,57,40
0.45,0.38,0.17,50,130
0.5700000000000001,0.0,0.43,84,20
0.43,0.18,0.4,76,110
0.4,0.01,0.58,53,90
0.25,0.33,0.42,55,100
0.62,0.23,0.15,85,50
0.43,0.43,0.14,97,130
0.35000000000000003,0.23,0.42,48,130
0.45,0.15,0.4,84,10
0.26,0.42,0.32,104,60
0.16,0.25,0.58,45,80
0.26,0.28,0.46,94,60
0.25,0.1,0.65,90,60
0.37,0.1,0.53,99,10
0.47000000000000003,0.11,0.42,51,100
0.15,0.38,0.47000000000000003,50,10
0.12,0.26,0.62,53,100
0.39,0.23,0.39,69,40
0.12,0.02,0.86,84,30
0.48,0.23,0.29,62,40
0.39,0.21,0.4,63,50
0.36,0.36,0.28,52,100
0.39,0.52,0.09,67,110
0.05,0.32,0.63,93,20
0.42,0.28,0.3,106,80
0.08,0.1,0.8200000000000001,42,100
0.11,0.11,0.78,98,50
0.53,0.35000000000000003,0.13,88,20
0.22,0.41000000000000003,0.37,66,80
0.59,0.35000000000000003,0.06,107,20
0.68,0.18,0.14,109,120
0.52,0.21,0.27,69,40
0.43,0.44,0.12,49,30
0.23,0.3,0.48,82,20
0.45,0.12,0.43,97,90
0.33,0.11,0.5700000000000001,101,100
0.71,0.09,0.2,85,40
0.33,0.21,0.46,94,30
0.46,0.4,0.14,50,90
0.6,0.39,0.0,48,110
0.41000000000000003,0.24,0.36,58,90
0.56,0.3,0.14,54,60
0.44,0.17,0.39,59,50
0.67,0.05,0.28,54,80
0.47000000000000003,0.18,0.36,89,40
0.25,0.23,0.52,104,20
0.24,0.29,0.46,60,40
0.52,0.26,0.22,63,30
0.49,0.49,0.03,72,50
0.46,0.15,0.39,43,110
0.46,0.32,0.22,98,10
0.13,0.22,0.65,73,40
0.04,0.1,0.86,54,10
0.4,0.45,0.14,108,40
0.4,0.22,0.38,100,20
0.08,0.43,0.49,94,110
0.48,0.31,0.21,88,60
0.5700000000000001,0.29,0.14,49,70
0.46,0.11,0.44,96,100
0.46,0.18,0.36,95,120
0.34,0.11,0.55,89,50
0.04,0.36,0.6,64,20
0.54,0.19,0.27,53,110
0.44,0.01,0.55,96,100
0.11,0.53,0.36,91,100
0.54,0.1,0.36,46,30
0.33,0.04,0.63,77,50
0.42,0.24,0.34,84,80
0.46,0.25,0.28,59,120
0.48,0.33,0.19,93,40
0.3,0.23,0.48,62,10
0.37,0.17,0.47000000000000003,95,50
0.54,0.28,0.18,75,20
0.35000000000000003,0.39,0.26,66,90
0.46,0.13,0.42,83,120
0.52,0.19,0.29,98,40
0.34,0.21,0.45,42,100
0.41000000000000003,0.2,0.39,44,40
0.48,0.22,0.3,60,20
0.31,0.22,0.47000000000000003,46,10
0.34,0.24,0.41000000000000003,69,110
0.42,0.12,0.46,89,50
0.15,0.3,0.56,52,120
0.44,0.12,0.43,90,20
0.47000000000000003,0.18,0.35000000000000003,57,80
0.26,0.54,0.2,58,70
0.18,0.25,0.56,60,80
0.52,0.22,0.25,66,60
0.42,0.12,0.46,69,40
0.34,0.22,0.43,102,110
0.48,0.01,0.51,64,80
0.14,0.34,0.52,73,100
0.56,0.15,0.28,105,110
0.5,0.44,0.07,46,60
0.2,0.29,0.52,85,120
0.66,0.27,0.07,56,10
0.47000000000000003,0.31,0.21,50,120
0.46,0.14,0.4,54,20
0.66,0.29,0.04,95,20
0.2,0.48,0.32,90,100
0.53,0.42,0.05,103,80
0.25,0.3,0.46,72,110
0.55,0.25,0.21,109,80
0.11,0.5,0.39,76,60
0.11,0.21,0.68,96,60
0.41000000000000003,0.27,0.32,101,50
0.34,0.37,0.29,57,10
0.67,0.11,0.22,73,100
0.1,0.28,0.62,74,20
0.14,0.49,0.37,92,110
0.54,0.17,0.29,101,60
0.18,0.51,0.3,66,50
0.62,0.3,0.08,44,10
0.4,0.34,0.26,98,60
0.33,0.45,0.23,81,100
0.25,0.53,0.22,85,40
0.1,0.41000000000000003,0.49,40,90
0.47000000000000003,0.22,0.31,55,100
0.48,0.07,0.44,65,40
0.5,0.28,0.22,45,80
0.13,0.08,0.79,59,110
0.48,0.24,0.29,109,40
0.32,0.33,0.34,77,80
0.2,0.32,0.47000000000000003,77,50
0.45,0.21,0.34,41,70
0.47000000000000003,0.28,0.25,74,110
0.5,0.36,0.14,89,10
0.65,0.06,0.29,57,20
0.47000000000000003,0.29,0.24,107,80
0.49,0.21,0.3,67,80
0.3,0.14,0.56,74,10
0.34,0.21,0.45,49,20
0.37,0.24,0.39,54,40
0.31,0.15,0.54,69,60
0.33,0.18,0.49,103,100
0.02,0.4,0.58,68,30
0.49,0.13,0.38,53,110
0.07,0.42,0.51,47,20
0.44,0.26,0.3,81,60
0.23,0.47000000000000003,0.3,86,50
0.13,0.2,0.67,86,20
0.68,0.1,0.22,92,110
0.54,0.09,0.37,100,20
0.49,0.07,0.45,77,30
0.59,0.02,0.38,45,60
0.62,0.1,0.28,73,100
0.14,0.48,0.37,101,20
0.72,0.13,0.15,88,120
0.04,0.37,0.59,57,30
0.49,0.46,0.04,71,90
0.5700000000000001,0.19,0.24,78,40
0.58,0.27,0.15,78,70
0.6,0.3,0.1,100,70
0.13,0.37,0.49,72,30
0.27,0.13,0.6,65,100
0.47000000000000003,0.31,0.22,104,110
0.67,0.32,0.01,43,50
0.12,0.17,0.71,96,80
0.37,0.04,0.59,66,100
0.41000000000000003,0.19,0.4,100,110
0.78,0.08,0.14,58,100
0.31,0.07,0.62,60,110
0.65,0.0,0.35000000000000003,60,60
0.56,0.12,0.32,106,30
0.4,0.22,0.38,105,50
0.18,0.2,0.62,79,70
0.31,0.37,0.31,83,80
0.17,0.11,0.72,59,100
0.26,0.29,0.45,74,70
0.38,0.35000000000000003,0.27,57,90
0.07,0.26,0.67,77,120
0.07,0.2,0.73,53,60
0.43,0.17,0.4,83,50
0.04,0.28,0.67,106,120
0.21,0.25,0.53,98,110
0.17,0.21,0.62,67,10
0.35000000000000003,0.18,0.47000000000000003,58,130
0.3,0.22,0.48,90,50
0.11,0.43,0.46,90,90
0.92,0.0,0.07,103,40
0.32,0.26,0.42,103,110
0.42,0.37,0.21,109,20
0.03,0.14,0.8300000000000001,47,20
0.27,0.33,0.4,95,60
0.19,0.01,0.8,90,110
0.55,0.43,0.01,101,60
0.52,0.11,0.37,49,60
0.51,0.3,0.19,99,10
0.06,0.4,0.54,43,120
0.16,0.25,0.59,42,10
0.51,0.03,0.47000000000000003,95,100
0.5700000000000001,0.1,0.33,53,120
0.11,0.34,0.55,64,90
0.09,0.19,0.73,48,100
0.44,0.53,0.03,51,40
0.11,0.34,0.55,78,90
0.52,0.19,0.29,69,90
0.06,0.44,0.5,55,120
0.42,0.38,0.2,44,30
0.13,0.02,0.85,75,30
0.54,0.06,0.4,100,10
0.39,0.09,0.52,91,110
0.4,0.08,0.52,101,120
0.21,0.34,0.46,87,40
0.24,0.04,0.72,85,40
0.28,0.21,0.51,98,10
0.05,0.53,0.41000000000000003,51,90
0.46,0.41000000000000003,0.13,50,90
0.26,0.12,0.62,70,70
0.06,0.58,0.36,77,60
0.14,0.19,0.67,41,20
0.38,0.25,0.37,73,50
0.3,0.28,0.42,49,30
0.51,0.14,0.36,103,80
0.11,0.04,0.84,44,110
0.37,0.34,0.29,49,30
0.8,0.02,0.18,86,120
0.38,0.26,0.36,84,130
0.5700000000000001,0.2,0.23,49,130
0.13,0.43,0.44,89,100
0.34,0.21,0.44,76,120
0.22,0.51,0.27,89,30
0.37,0.28,0.35000000000000003,74,120
0.46,0.11,0.42,91,70
0.5700000000000001,0.27,0.15,53,120
0.32,0.15,0.52,61,120
0.34,0.33,0.32,105,90
0.5700000000000001,0.21,0.22,98,70
0.18,0.21,0.61,104,10
0.27,0.28,0.45,95,80
0.03,0.29,0.68,63,50
0.56,0.01,0.43,65,20
0.63,0.26,0.11,66,90
0.6,0.23,0.17,60,20
0.53,0.44,0.03,49,120
0.51,0.26,0.23,67,20
0.6,0.04,0.37,72,100
0.67,0.15,0.18,55,70
0.23,0.31,0.46,48,30
0.29,0.16,0.55,59,70
0.45,0.06,0.48,93,50
0.42,0.28,0.3,70,120
0.51,0.25,0.24,76,110
0.7000000000000001,0.19,0.11,89,10
0.15,0.41000000000000003,0.43,106,50
0.19,0.21,0.6,107,50
0.46,0.18,0.37,82,10
0.25,0.26,0.49,86,80
0.14,0.6,0.26,59,110
0.44,0.07,0.5,57,60
0.31,0.09,0.6,45,80
0.5700000000000001,0.06,0.37,106,90
0.17,0.38,0.45,44,90
0.75,0.15,0.1,60,50
0.06,0.49,0.44,79,40
0.19,0.23,0.58,76,120
0.43,0.27,0.3,94,90
0.42,0.19,0.4,77,30
0.12,0.34,0.54,46,60
0.58,0.34,0.08,80,10
0.18,0.45,0.37,65,60
0.5,0.34,0.16,64,110
0.32,0.23,0.44,91,60
0.32,0.03,0.64,104,60
0.4,0.19,0.41000000000000003,95,40
0.36,0.26,0.38,69,90
0.21,0.31,0.48,83,10
0.27,0.27,0.45,86,90
0.49,0.22,0.29,97,80
0.01,0.46,0.53,107,80
0.4,0.19,0.41000000000000003,62,30
0.61,0.26,0.13,54,10
0.58,0.0,0.42,70,30
0.4,0.24,0.36,68,90
0.32,0.12,0.56,108,80
0.51,0.32,0.17,78,10
0.18,0.39,0.42,80,70
0.19,0.53,0.27,101,110
0.27,0.12,0.61,78,10
0.34,0.26,0.4,80,110
0.44,0.16,0.39,42,30
0.61,0.29,0.1,109,100
0.41000000000000003,0.35000000000000003,0.24,104,10
0.22,0.32,0.46,108,30
0.24,0.39,0.37,75,40
0.11,0.21,0.67,57,100
0.41000000000000003,0.07,0.52,107,100
0.32,0.31,0.36,47,90
0.47000000000000003,0.46,0.07,107,100
0.5,0.19,0.31,51,60
0.08,0.23,0.6900000000000001,71,10
0.2,0.0,0.8,82,130
0.41000000000000003,0.3,0.29,52,110
0.29,0.42,0.29,53,20
0.27,0.36,0.37,83,80
0.44,0.14,0.42,41,70
0.62,0.27,0.12,91,120
0.45,0.24,0.31,78,110
0.22,0.56,0.22,108,90
0.88,0.11,0.0,69,60
0.65,0.24,0.1,43,70
0.32,0.29,0.39,83,10
0.27,0.19,0.54,58,130
0.52,0.35000000000000003,0.14,68,110
0.52,0.15,0.34,56,30
0.34,0.25,0.41000000000000003,65,50
0.41000000000000003,0.46,0.13,59,10
0.3,0.35000000000000003,0.35000000000000003,61,130
0.39,0.23,0.39,68,50
0.36,0.2,0.43,69,100
0.5,0.25,0.25,64,50
0.68,0.31,0.01,44,40
0.31,0.02,0.67,65,20
0.0,0.36,0.63,44,100
0.33,0.23,0.44,109,10
0.77,0.05,0.18,88,50
0.29,0.28,0.43,58,110
0.32,0.27,0.41000000000000003,80,120
0.14,0.31,0.55,74,30
0.22,0.44,0.34,41,10
0.5,0.1,0.4,105,90
0.54,0.19,0.26,79,40
0.35000000000000003,0.4,0.25,68,110
0.38,0.01,0.61,85,80
0.48,0.24,0.28,46,30
0.37,0.08,0.55,93,120
0.22,0.18,0.6,61,120
0.24,0.27,0.49,92,40
0.66,0.27,0.06,93,120
0.23,0.27,0.5,43,100
0.43,0.1,0.47000000000000003,69,110
0.48,0.31,0.22,50,90
0.38,0.15,0.46,101,20
0.31,0.23,0.45,67,110
0.4,0.08,0.53,83,30
0.15,0.32,0.53,108,20
0.63,0.29,0.07,66,20
0.74,0.09,0.17,87,120
0.44,0.09,0.47000000000000003,55,80
0.68,0.17,0.14,48,120
0.21,0.33,0.45,69,30
0.41000000000000003,0.33,0.25,72,40
0.04,0.31,0.65,104,90
0.54,0.45,0.01,53,10
0.24,0.08,0.68,68,60
0.22,0.2,0.58,105,40
0.45,0.02,0.53,54,120
0.31,0.13,0.5700000000000001,105,10
0.32,0.21,0.46,105,40
0.65,0.08,0.26,61,90
0.66,0.11,0.23,106,90
0.65,0.31,0.04,68,110
0.3,0.32,0.38,46,70
0.62,0.09,0.29,92,100
0.08,0.22,0.7000000000000001,86,70
0.32,0.38,0.3,66,40
0.33,0.21,0.46,104,10
0.4,0.18,0.42,98,80
