,SMILES
2338,CC12CCC(C1(C)C)C(C(N)=O)(C1(c3ccncc3)C(=O)C3(C)CCC1C3(C)C)C2=O
2339,CC(=NCc1cc(C)nc2c(N=Nc3ccccc3Cl)c(N)nn12)c1c(O)c2ccccc2n(-c2nnc(S)n2N=C2C(=O)Nc3ccccc32)c1=O
2340,CC12CCC(=O)C=C1CCC1C3CCC(O)(c4oc5c(Br)cc(Br)cc5c4N4CCCC4)C3(C)CC(O)C12F
2341,Cc1ccc(NN=C(C#N)c2nc(NC(=S)c3ccc(-c4ccccc4C)cc3)cs2)cc1
2342,Cc1cccc(NC2(c3csc(C(C#N)=NNc4ccccc4Cl)n3)NC(=O)NC2=O)n1
2343,C=CCOc1c(-c2ccoc2C)cc(N(C)(C)C)c(O)c1C
2344,CC1=NNC(=O)C1C(CNc1ccc(C)c(C)c1)C(=O)Nc1nnc(S(N)(=O)=O)s1
2345,C=CC1(C(Cc2nnc3c2C(c2ccc(Cl)cc2Cl)C(C#N)=C(N)O3)C(=O)O)C(=O)NC(=O)NC1=O
2346,CC1=C(C(=O)O[SH](O)C(C)(C)C)C(OC2(c3ccccc3)Cc3ccccc32)NC(=S)N1C
2347,CC(=Nc1ccccc1C)c1c(O)c2ccccc2n(-c2cc(NN=C3C(=O)N(C(=O)C4=Cc5ccccc5C4C)N=C3C(F)(F)F)nn2)c1=O
2348,C=C1C(=O)C23C4CC5C(C)(C)CCC(ONS(=O)(=O)c6ccccc6)C5(C)C2C(ONC2CC5CC2C2CCCC52)CC1(Oc1ccccc1C1(C)CCc2oc5ccc(Br)cc5c2-c2oc(C)cc21)C3OC(C)(C)O4
2349,NC1C(O)C(Oc2ccc(Br)c3c2C(=O)C3)OC(c2c(N(=O)O)cc(N(=O)O)cc2N(=O)O)C1O
2350,CCCCC(=O)c1nnc(S)n1N=Cc1ccc(Cc2c(Cl)cccc2Cl)cc1
2351,CCC(C)N=C(C)c1c(O)c2ccccc2n(Nc2ncc(C3N=C(c4ccc(Cl)cc4)OC3=O)cn2)c1=O
2352,C=C1N(c2ccc(Br)cc2C=c2sc3nc4ccccc4n3c2=O)c2ccccc2C1(C)C(=O)c1csc(C(C#N)=NNc2ccc(C)cc2)n1
2353,Cc1cnc(NNc2cc(-c3nc4ccccc4nc(=O)c3NNc3ccc4ccccc4c3)c(NNc3cccc(C)c3C)cc2Cc2ccc(N)cc2)nc1
2354,O=C(CCC1=NC=NC1)n1nc(CC2OCCO2)nc1O
2355,Cc1c(C)c(C)c(-c2ccc(N=c3cc(C(=O)Cl)oc(-c4ccc5c(=O)n6ccccc6cc5c4)c3)cc2)c(C)c1C
2356,CC(=O)C(=CNc1cnc(N)nc1N)Cc1nc(C)cc(C)n1
2357,Nc1cc(-c2nc(Cl)c(Cl)c(N)c2Cl)c(-c2ccccc2N)cc1Cl
2358,Oc1ccccc1COc1ccc(Cc2cccs2)cc1
2359,CC(=Nc1cccc(Nc2nc(C)cc(C)n2)c1)c1c(O)c2ccccc2n(-c2cc(C)nc3c(N=Nc4ccc(Cl)cc4Cl)c(N)nn23)c1=O
2360,CC(=NCCC1C=CC2C3C=CC(C3)C12)c1c(O)c2ccccc2n(C(Br)CBr)c1=O
2361,CC1OC(C2(ON(C=C3C(=O)C4(C)CCC3C4(C)C)c3ccccc3)CCC3(C)C4CCC5(C)CCCC5(O)C4CCC3(C)C2)C(O)C(O)C1O
2362,Cc1cccc(Nc2cc(OC3CCC4C5CCC6=CC(O)CCC6(C)C5CCC34C)c(O)c(C)c2OC2CCC3C4CCC5CC(=O)CCC5(C)C4CC(O)C23C)n1
2363,N#CC(=NNc1ccccc1)c1nc(C(=O)C(CCC(=O)O)NC(Br)C(Br)N(=O)O)cs1
2364,CN1C(=O)c2ccccc2C1OC(Nc1ccc(Cl)cc1)c1ccccc1N=C=S
2365,CCSc1cc(C(=O)C(=NNc2cccnc2)C(=O)C(F)(F)F)cc(C)c1C=O
2366,CN(C)C(=S)Sc1cccc(N=Nc2c(N)nn3c(-c4csc(C(C#N)=NNc5ccccc5)n4)c(C#N)c(N)nc23)c1
2367,Cc1c(O)nc(N)nc1Nc1cccc(NOS(O)(O)c2ccccc2)c1
2368,NCC(O)C(CC(=O)Cc1c(Cl)cc(Cl)cc1Cl)c1ccc(Br)cc1C=c1sc2nc3ccccc3n2c1=O
2369,CC1CC2C3CC=C4CC(OC(CC5=N(C)c6ccccc6C5(C)C)C(=O)Nc5sc6c(c5C#N)CCCC6)CCC4(C)C3CCC2(C)C1=O
2370,C=C1C(=O)C23C(ON4c5ccccc5C=Cc5ccccc54)CC4C(C)(C)CCCC4(C4C5=C(CCCC5)OC(=O)C4(C)C)C2C(ONC(C)(C)C)CC1C3Oc1ccc2c3c(cccc13)CC2
2371,CC(CC(=O)C(Cl)(Cc1ccc(Br)c2c1C(=O)C2)C(=O)CC(=NO)c1ccccc1)C(=O)O
2372,CC(C)(C(=O)O)C(c1ccc2c(c1)CCC2)C1CCNCC1
2373,CC(CC(=O)C1CC2c3ccccc3NC2C(C)N1)c1ccc(C#N)cc1
2374,CC12CCC3C(CCC4CC(C(Cc5cccc(-c6ccccc6Cl)c5N)C(=O)O)=CCC43C)C1CCC2O
2375,CC1(O)c2cccc(O)c2C(=O)C2=C(O)C3(O)C(=O)C(C(N)=O)=C(O)C(N(CC(Cl)=C(Cl)Cl)c4ccc(Cc5sc6sc(C#N)c(N)c6c5N)cc4)C3CC21
2376,O=C(CO)C(=O)NOc1cc(Cl)c(Cl)cc1Cl
2377,C=C(C)COCC(N)COC(=O)C1(C)C(C(C)=O)=Nc2ccccc21
2378,CCCCCC1(C(=O)C2=C(C)N=NC2C)CC(C2SC(=S)NC2=O)N(n2c(=O)ccc3c2nnn3C)C1
2379,Cc1cc(N(O)=Nc2ccccc2)c(Nc2ccc(N=N(O)c3ccc(N=Nc4ccc(NOCCCCl)cc4)cc3)cc2)cc1N(O)=Nc1ccccc1
2380,Cc1cc2c(cc1Nc1ccc3oc(-c4cccc(Cl)c4Cl)c(C(=O)C4=C(O)c5ccccc5S(=O)(=O)N4C)c3c1)CC2C(=O)O
2381,ClC(Cl)(Cl)C(Nc1ccccn1)c1ncco1
2382,Cc1cc(-c2nnc3c2C(c2ccc(Cl)cc2)C(C#N)=C(N)O3)c(C)c(C)c1CNC1CCSC1=O
2383,CC(CCC(=O)O)Cc1cccnc1C(=O)C(C)CCC(=O)O
2384,N#Cc1c(Cc2cc(N(=O)O)cc(N(=O)O)c2O)cc(-c2c(F)cccc2F)n(N)c1=O
2385,CCSOC1C2CC(OC3CCC4C5C=CC6CC(O)CCC6(C)C5CC(O)C34C)C3C1(C(=O)C2C)C1CC2C(C)(C)CCC(OC(CC(=NO)c4ccccc4)NO)C23C(OC23C=CC(CC2)C2C(=O)OC(=O)C23)O1
2386,COC1=C(OC)C2(C=CCCC2Cc2cc(CC(=O)C(C#N)=NNc3ccccc3N(=O)O)cc(C3OC(=O)C4CCC3(C)C4(C)C)c2)OC1=O
2387,CC(=Nc1c(O)ccc2ccccc12)c1c(O)c2ccccc2n(-c2nn3c(CSC(=S)N(C)C)nnc3s2)c1=O
2388,Cc1cc2c(o1)-c1c(oc3ccc(Cl)cc13)CCC2(C)c1ccc(Cc2ccccc2OCC(C)C(=O)O)cc1
2389,Nc1ncnc2c1cnn2-c1nn(NCN2CCOCC2)c(=NN=Cc2ccco2)s1
2390,Cc1nn(Cc2cc3c(cc2Oc2csc(C(C#N)=NNc4ccc(Cl)cc4)n2)C(C)N(C)CC3)c(N)c1C#N
2391,Nc1nncc1-c1ncc(OCC(=O)O)cn1
2392,CC1c2cc(CCC3=CCC4C5CCC6CC=CCC6(C)C5CCC34C)c(-n3ncc4c(N)ncnc43)cc2CCN1C
2393,CS(=O)c1ccc(-c2nn(Nc3ccccc3N=Cc3ccccc3)c(=O)c3ccccc23)cc1
2394,CC12C=CC(=O)C=C1CCC1C3CC(O)C(O)(N4CSc5nnc(-c6ccc7c(c6)CCCC7)n5C4)C3(C)CC(O)C12F
2395,Cc1cnc(Nc2ccc3c(c2)CC2(CCC(c4nc5ccccc5nc4C)CC2)C3)nc1
2396,Cc1noc(NN2C(=O)C(Nc3c(Cl)cccc3Cl)SC2=S)c1C
2397,COCN(c1cc(C)nc2c(N=Nc3ccc(Cl)cc3)c(N)nn12)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3(F)C(O)CC21C
2398,Cc1c2c(c(CCC(NS(=O)(=O)c3ccccc3)C(=O)O)c3c1CC3)CC2
2399,Cc1ccnc(OC(CN=Cc2cccc(C=NCC(OC3C(=O)C4CCC(C)(C3=O)C4(C)C)ON3CCN(C)CC3)c2)Oc2csc(C(C#N)=NNc3ccccc3C)n2)n1
2400,CSn1cc(C2OC3(CCCCC3)OC2=O)cn1
2401,Cc1cc(N=Nc2ccc(Nc3cc4ccccc4oc3=O)cc2)c(Cc2ccc(N(=O)O)o2)cc1N=Nc1ccc(Nc2c(Br)ccc3c2C(=NNc2ccc(N(=O)O)cc2N(=O)O)C3)cc1
2402,Cc1ccc(Nc2cc3c(cc2CC(=O)C2=C(O)c4ccccc4S(=O)(=O)N2C)CC(c2cc(Br)cc(Br)c2N)N3c2ccc(S(C)=O)cc2)cc1N(=O)O
2403,C#CCOc1c(-c2nccc(C)n2)nn(C(N)=O)c1N
2404,Cc1cc(-c2nnc3sc(=S)nn23)ccc1OCCCl
2405,CCCCN(C(=O)NN)C1C(C#N)=C(N)SC(N)=C1c1nc2ccccc2s1
2406,CC(Nc1ccccc1O)C(C(=O)O)C(=O)C(C#N)=C1SCCS1
2407,Cc1ccc(S(O)(O)NN=C2C=CC(C)(c3ccc(C4(O)CCC5C6CCC7(C)CC(O)CCC7(C)C6CCC54C)c4c3C(=O)OC4O)CC2)cc1
2408,Cc1cccc(NN=C2C(=O)N(c3cc(Cc4nnc(S)n4N=Cc4ccccc4O)cc(Cc4coc5ccc(Cl)cc5c4=O)c3CC(O)CO)N=C2C(F)(F)F)c1C
2409,CCCCCCCCON1(c2nnc(S)n2N)c2cc(N)c(Cc3ccc(S(C)=O)cc3)cc2CC1OS(C)(=O)=O
2410,Cc1nc(NC2CC(O)C(ON(=O)O)O2)nc(O)c1C
2411,CC(C)(C)SNc1ccc(C#Cc2ccc(Nn3cnc4c(=O)nc(N)nc43)cc2)cc1
2412,N#CCc1c(-c2cc(I)cc(I)c2O)cc2c(c1O)CNCC2
2413,C=CCn1nc(C)cc1OOC1(c2ccccc2)Cc2ccccc21
2414,Cc1ccncc1C(=O)C(=NC1C2CCC(C)(C1N=C(C(=O)c1cccc3c(Br)ccc(N(=O)O)c13)c1ccccc1)C2(C)C)c1ccccc1
2415,Cc1cccc(CC2(C3CCC4C5CC=C6CC(O)CCC6(C)C5CCC43C)NC(=O)N(C)C2=O)c1C
2416,NNC(=O)Cc1sc2sc(CCl)c(N=C3SCCS3)c2c1N=C1SCCS1
2417,CC(NNc1cc(Cl)c(N(=O)O)cc1N(=O)O)N1N=C(C(F)(F)F)C(=NNc2ccc(F)cc2)C1=O
2418,Cc1noc2c1c(=O)n(OC(c1ccccc1C#N)c1cc(=O)oc3ccccc13)c1ccccc21
2419,Cc1ccc(NN=C(C(=O)Oc2ccc(ON(=O)O)c(C)c2)C(=O)C(F)(F)F)c(C)c1
2420,Cc1cc(C(=O)NNC(=O)c2cc(NN=C3C(=O)NN=C3C(F)(F)F)nn2)n2nc(N)c(N=Nc3ccccc3Cl)c2n1
2421,Cc1cc(-c2ccc(C3(C)Cc4ccccc4C(=O)O3)cc2O)n2nc(N)c(N=Nc3ccc4ccccc4c3)c2n1
2422,CC1=NN(CC2=C(Cl)C(C(=O)O)CCC2)C(=O)C1=NNc1cccnc1
2423,C=CCN=C(NC1CC(=O)c2c(O)cc(O)cc2O1)c1cc(Nc2ccc(N(=O)O)cc2Cl)c(O)c(OC(CCCCCCCCCCCC)C(=O)NN)c1
2424,N#CC1=C(N)Oc2nnc(C34OCCN3CC(=O)Nc3ccc(Br)cc34)c2C1c1ccc(N2N=C(c3ccc(N(=O)O)cc3)C(=NNc3ccccc3)C2=O)cc1
2425,CSC(=C(C#N)C(=O)c1ccc2c(Cc3cccc(O)c3)cncc2c1O)N(C)C
2426,CCCCC(C)CC(O)Cc1c(C#N)c(N)nc2c(N=Nc3ccc(NC4C5CCC(C)(C4O)C5(C)C)cc3)c(N)nn12
2427,CC(=O)N=c1c(C(=O)C2(C)C(C(C)=O)=Nc3ccccc32)cc2cc3cc(C4Cc5ccccc5N4)c(=NC(C)=O)n(C(C)=O)c3cc2n1C(C)=O
2428,NCCOC1CCCCC(OCc2cc(Cl)ccc2O)C1
2429,CC1(C)c2ccccc2-n2c(-c3ccc(Br)c4c3C(=O)C4)cc(CC(N)C(=O)O)cc21
2430,O=C1CC(c2cccc(N3N=C(C(F)(F)F)C(=NNc4cccc(F)c4)C3=O)n2)Oc2cc(O)cc(O)c21
2431,C=C1C(=O)C23C(Oc4c(F)cccc4F)CC4C5(C)CCCC4(C(=O)OC5)C2C(OOC2CCC4(C)C(CCC5C4CCC4(C)C5CCC45OCCO5)C2)CC1C3OCc1ccc2ccccc2n1C
2432,Cn1nccc1-c1cc2c(cc1S(N)(=O)=O)S(=O)(=O)NC(CC(Br)CBr)N2
2433,CC1=Nc2ccccc2Nc2c1c(=O)n(-c1cc3ccccc3c(O)c1CCI)c1ccccc21
2434,CC1=C(C(=O)C2NC(=O)NC2=O)C(c2cnnc2)NC(=O)N1
2435,CC(CCCc1cc(Oc2cc(Cl)c(Cl)cc2Cl)sc(=Nc2ccc(-c3cccc(S(O)(O)N(C)C)c3)cc2)c1)=NNC(N)=O
2436,CC(C)C(CCCCN)C(=O)n1ncc(N)c(Cl)c1=O
2437,CC(NC1CCC2C3CCC4CC(O)CCC4(C)C3CCC12C)C(O)CCN1C(=O)c2ccccc2N(C)c2ccccc21
2438,CN1c2ccccc2C(=O)N(CCOc2cccc(N=N(O)c3cccc(OCc4ccc(N(=O)O)cc4N(=O)O)c3)c2)c2ccccc21
2439,Cn1c(CNc2nc3ccc(SCc4cccc5ccccc45)cc3n2)ccc2ccccc21
2440,CC1c2cccc(O)c2C(=O)C2=C(O)C3(O)C(=O)C(C(N)=O)=C(O)C(C4OC(c5ccccc5C(=S)N5CCOCC5)CC4N=N=N)C3C(O)C21
2441,Cc1cc2c(c(Oc3cccc(NNC(CS)C(=O)O)c3)c1)C(=O)C2
2442,CN1CCN(CC(Cl)C(=O)Nc2c(Cl)cccc2Cl)CC1
2443,CC12CC=C(c3ccc(-c4cc5c(cc4N(=O)O)OCCO5)cc3)CC1CCC1C2CCC2(C)C(OC3C=Cc4ccc(O)cc4N3)CCC12
2444,O=C1COC(c2cc3cc4c(cc3cc2C2c3ccccc3CCc3ccccc32)CC4)CN1
2445,CC12CCC3C(CCC4C(Br)C(=O)CCC43C)C1CCC2C(=O)C(=NNc1ccc(Cc2cccc3c(Br)ccc(N(=O)O)c23)cc1)C(=O)C(F)(F)F
2446,CC1=C(C(=O)N(Cc2nc(C)cc(C)n2)N2CCCCS2(O)O)Cc2ccccc21
2447,CC1=C(C)C(=O)C(C(CCCCCC(=O)O)Oc2ccc(C=NNC(=O)C(=O)NN=Cc3ccc(C(=O)C(Br)(C(F)(F)F)C(F)(F)F)cc3)cc2)=C(C)C1=O
2448,CCCCCOc1sc2sc(N3CCCCCC3=O)c(N=COC(=O)C(=NNc3cccc(O)c3)S(O)(O)c3ccccc3)c2c1N=COCc1csc(N=C(N)N)n1
2449,CC(NC1C2C=CC1c1ccccc12)C(=O)CC1=N(C)c2ccc3ccccc3c2C1(C)C
2450,NC(=O)C(=NNc1ccccc1C(=O)C(S)CCc1c(Cl)cccc1Cl)c1nc2ccccc2s1
2451,Cc1ccc(S(O)(O)NC(CCCCN)C(=O)C2CCCCN2)cc1
2452,C=Cc1ccccc1C(=O)C(CC(=O)NC(C(=O)O)C(C)C)C(CC(=O)OC(C)CC)C(=O)NC=O
2453,Cc1c(CC=O)c(=O)n(-c2cc(N(=O)O)cc(S(O)(O)O)c2)n1C
2454,CCCCCCOOC1C(NCN2CCCC2)OC(C(C)CC)C(OCC(C)=NNS(O)(O)c2ccc(N(=O)O)c(N(=O)O)c2)C1OC(O)(CC)CC
2455,CSC(SC)=C(C#N)C(=O)Cc1cc(Cc2cnccn2)c(NC(N)=O)cc1C1CCC2C3CCC4C(Br)C(=O)CCC4(C)C3CCC12C
2456,CCC(Br)(CC)C(=O)NOc1ccc2c(c1)c(Oc1ccc(Cl)cc1Cl)c(N1Cc3ccccc3OC1=O)n2OC(Br)C(Br)N(=O)O
2457,CN(C)C1CCC2C3CCCC3(C)CCC2C1(C)C1CCCCN1
2458,O=C(O)CCC(Nc1ccc2cc3ccc(On4c(=S)oc5ccccc54)cc3nc2c1)C(=O)O
2459,C=CC1CN2CCC1CC2N1(C(=O)Cl)c2cc(N=Cc3ccccc3)c(Cn3c(=O)c4c(c5ccccc53)NCCN=C4C)cc2CC1OC1CCC2(C)C(C1)CC1(OCCO1)C1C3CCC(=O)C3(C)CCC12
2460,Cc1ccn(C(=O)C(=O)C(Nc2nnc(S(N)(=O)=O)s2)C(=O)O[Si](C)(C)C)n1
2461,CC12CCC(ON3CCCCCC3)CC1CCC1=C3CCC(c4nc(Cl)c(Cl)c(N)c4Cl)C3(C)C(OCc3ccc(N(=O)O)cc3N(=O)O)CC12
2462,NC(=O)c1ccc2cc(N(=O)O)ccc2c1C1C2=C(CCCC2)OC2=C1CCCC2
2463,CC(CC(=O)C(Cc1cc2ccccc2oc1=S)NSC(=NN)C(N)=NN)C(=O)N1CCC=C1C(=O)O
2464,CC(=Nc1c(O)ccc2ccccc12)c1c(O)c2ccccc2n(C2(CC(=NO)c3ccccc3)CC=CCC(c3nnc4n3CCCC4)(C3(C)CCCCC3)CC=CC2)c1=O
2465,Cc1c(O)c(C2CCCC2S)cc(CSC(=NNc2ccccc2)C(N)=NNc2ccccc2)c1Oc1cc(O)cc(O)c1
2466,NC(N)=Nc1nc(Cc2c(O)c3ccccc3n(C3Nc4cc(Cl)c(S(N)(=O)=O)cc4S(=O)(=O)N3)c2=O)cs1
2467,CON(C)C(=O)c1cc2cc3ccccc3cc2cc(-c2cccc(Cl)n2)c1=O
2468,CC1(O)OC(Nc2cc(N(=O)O)c(CCC3=CC(=O)CCC3)c(N(=O)O)c2CC2OC(=O)C3(C)CCC2C3(C)C)Cc2ccccc21
2469,Cc1cc(Cl)ccc1Oc1nc2ccccc2n1CC1OC2C3=C(CCCC3)C1C(C#N)(C#N)C2(C#N)C#N
2470,C=C1C(=O)C23C(c4ccc(NNc5nccs5)c5c(=O)c6ccccc6sc45)CC4C5(C)CCCC4(COC5)C2C(O)CC1C3O
2471,Cc1cc(Cc2c(NCc3coc4ccc(Br)cc4c3=O)cc(Nn3c(=S)oc4ccccc43)c(CC(Br)N(O)c3ccccc3)c2N(=O)O)n2nc(N)c(N=Nc3ccccc3Cl)c2n1
2472,CC12CCC3C(CC(O)C4CC(O)CCC43C)C1CCC2Cc1nc2ccccc2nc1CC1OC(=O)C2CCC1(C)C2(C)C
2473,CC1=CC(C)(c2cc(C(=O)C(C)(C)S)c(N)cc2N)N=N1
2474,Cc1cccc(C(Cc2ccc3ccc4ccccc4c3c2)c2ccccc2Br)c1C
2475,CC12CCC(O)CC1CC(O)C1C2CCC2(C)C(NC(=S)NCn3ncc4c(N)ncnc43)CCC12
2476,CCCCCCCCCC(=O)OC1C2C=COC(OC3Nc4ccccc4C3c3ccccc3)C2C2(c3cc(C)nc(C)n3)OC12
2477,CC1(C)OCC(c2nnc(S)n2N=Cc2c(-c3csc(C(C#N)=NNc4ccccc4)n3)cccc2-c2cc3c(=O)oc4ccccc4c3nc2N)O1
2478,Cc1ccc(CC(=NNc2ccc(Br)cc2)C(O)CNCCCCCC(=O)O)c(C)c1
2479,CC(S)C(=O)n1nc(C2CC(c3ccc4ccccc4c3)=NN2C(N)=O)c2c1OC(N)=C(C#N)C2c1ccc(Cl)cc1
2480,CN(C(=S)C(=O)CC1=N(C)c2ccccc2C1(C)C)C(Br)CBr
2481,CCCCC(CC)CONc1cc2c(cc1-c1nnc(S)n1N=Cc1ccc(Cl)cc1)CCC(=O)N2
2482,Nc1cc(Cl)cc(N2CCc3c4n(c5ccccc35)C(C(=O)c3nc5c6ccccc6ccn5n3)=CCC42)c1Cl
2483,C=C1N(c2ccc(Br)cc2)c2ccccc2C1(C)C(=O)Nc1nc(C)cc(C)n1
2484,CCCC(=O)c1cc(=O)n2c(Nc3ncccc3C)csc2n1
2485,CC1(C)C(=O)OC2=C(CCCC2OC2CCCC3=CC(=O)CCC32C)C1C1CCc2cc(O)ccc2C1
2486,NS(O)(O)c1ccc(Cc2ccc(OC3OS(O)(O)c4cc(N(=O)O)ccc43)cc2)cc1
2487,CC1=NN(Cc2ccccc2)C(=O)C1=NNc1ccc(-n2c(=O)c3c(C)noc3c3ccccc32)cc1
2488,Cc1ccc(C(=O)C(C#N)=NNc2ccccc2)c(Oc2csc(C(C#N)=NNc3ccc4ccccc4c3)n2)c1
2489,O=C(Cc1ccc(N=Cc2ccc(N3CCCC3)cc2)cc1)C(Cl)(Cl)Cl
2490,CC(C)C(O)N1C(c2ccc(O)c(I)c2)Cc2c(nc3ccccc23)C1(C)C
2491,CC(C)C(=O)C1(O)CCC2(CC1)Cc1cc(C3C(=O)NC(=O)NC3=O)ccc1C2O
2492,Nc1cc(N)c(CC2CC3=C4C=CCC=C4N=C3CN2)cc1CNc1c(Cl)cc(Cl)cc1Cl
2493,CC12CCC(OC3C(O)CNC3C(O)CN)(O1)C(=O)OC2=O
2494,Cc1cc2c(o1)-c1c(oc3c(Br)cc(Br)cc13)CCC2(C)c1ccc(-c2c(C)c(C)c(-c3nc(C)c(N=Nc4ccc(F)cc4)s3)c3c2C(Cl)C3)cc1
2495,CCC(C)CN(Cc1ccccc1)c1cc(N(c2ccc(C#N)cc2N(=O)O)C(C)CC(C)=NNC(N)=O)c(N(=O)O)cc1N(=O)O
2496,CCCCCCCCCCOC1CCCC1OC1CCC2(C)C(CCC3C4CCCC4(C)CCC32)C1
2497,Cc1ccc(C(=O)C(=O)C2CCC2S)o1
2498,CC(C)(C(=O)O)C(Oc1c(Cl)cccc1Cl)c1ccccc1
2499,Cc1ccc(NN=C2C(=O)NN(Nc3cc(NCCCN)c(CC(C)(Cl)C(=O)O)c(N(=O)O)c3Cc3ccc4c5c(c6c(c4c3)CCCC6)CCCC5)C2=O)cc1
2500,C=C(C)CNc1nc(Nc2csc(C(C#N)=NNc3cc(Cl)c(Cl)cc3Cl)n2)nc(C2C=CC(C)=C(C=NO)C2=O)n1
2501,Cc1cccc(NC2C(NC(CC(=NO)c3ccccc3)NO)C3CCC2(C)C3(C)C)c1C
2502,Cc1cc(Cc2c(O)c3ccccc3n(-n3cnc4c(=O)nc(N)nc43)c2=O)n2nc(N)c(N=Nc3c(Br)cc(Br)cc3Br)c2n1
2503,Cc1cccc(CC(Cc2nnc(S)n2N=Cc2ccc(Cl)cc2)c2ccc(Cl)c(Cl)c2)c1C
2504,COCN(Cc1ccc2ccccc2n1C)Oc1ccccc1Cl
2505,CC1C(C(O)C#N)OCCN1Nc1cccc2c(N)cccc12
2506,Cc1ccn(C(=O)C(CC(=O)CN2N=C(C(F)(F)F)C(=NNc3cccc(N(=O)O)c3)C2=O)N2C(=O)CCC2=O)n1
2507,CC(=NNC(N)=O)C(=O)c1ccc2c(c1)c(-c1c(Cl)c(Cl)cc(Cl)c1Cl)c(C)n2C(=O)NC(C)C
2508,Cc1cc(C)n(SC(Sc2c3c(c(C)c4c2C(C)C4=O)C(=O)C3)=C2CCCC(=C(Sc3ccc(N=Nc4sc(C(C#N)=NNc5ccc(F)cc5)nc4C)cc3)SC(CC(=NO)c3ccccc3)NO)C2c2ccc3ccccc3c2C)n1
2509,Cc1cc(S(=O)(=O)c2ccccc2)ccc1Nc1oc(C2C(O)=C(C(N)=O)C(=O)C3(O)C(O)=C4C(=O)c5c(O)cccc5C(C)(O)C4CC23)nc1C1(C)CCC2=C1CCC1C2CCC2(C)CC(O)CCC12C
2510,CCCCCCCCCCCCCCCCCCC(O)CCCOC=O
2511,CCC(=O)c1ncccc1OC1Cc2ccccc21
2512,CCC(C)(C)NCCN(CCC(C)O)Cn1nc(C)c(C#N)c1N
2513,CCC(=O)C(Cc1ccc(Br)o1)(CC(C)OC1CC2C(C)(C)CCCC2(C)C2=C1C(=O)C(C(C)C)=C(O)C2=O)c1ccc(O)c(I)c1
2514,CC1N=NC=C1C(=O)Oc1cc(Oc2ccc3c(c2N(=O)O)C(=O)c2c(Cl)c(Cl)c(Cl)c(Cl)c2C3=O)cc2oc(OC3CCC4C5CCC6CC7(CCC6(C)C5CCC34C)OCCO7)c(Oc3cnccn3)c(=O)c12
2515,CC1(C)C(COc2ccc3nc(S(N)(=O)=O)sc3c2)=N(CCC(=O)NN)c2ccccc21
2516,CC12CCC(O)CC1CCC1C2CCC2(C)C(OOc3cc(-n4cnc5c(N)nccc54)ccc3-c3ccc(N4N=N4)cc3)CCC12
2517,Cc1ccccc1S(O)(O)Nc1ccc2c(c1)=NC(c1cc(Cl)c(Cl)cc1Cl)C=2c1ccccc1
2518,CCCCN(C1CC(OC)=CC(=O)C1C#N)n1cnc2c(N)nccc21
2519,O=C1NC(=S)SC1N=Nc1ccccc1C1CC(=O)N2CCCC(Cc3ccc(N=Cc4ccccc4)cc3)N2C1=O
2520,Cc1cc(C(=O)C(C#N)=C(SCC2=C(C=NO)CCC2)Sc2cncn2)n2nc(N)c(N=Nc3ccccc3N(=O)O)c2n1
2521,S=C=Nc1ccccc1C1C2CCC(O2)C1c1ccc(Cl)c(Cl)c1Cl
2522,O=C1NC(=O)C(C2CCC(c3cn(-c4ncc5nccnc5n4)oc3=O)CC2)C(=O)N1
2523,Cc1nnc(C)c1C1C(=O)NN(Oc2ccc(Cl)cc2)C1=O
2524,Cc1cc(C)c(C)c(C(=O)C(CO)Cc2cnc3ccccc23)c1C
2525,CSC(=C(C#N)C(N)=O)N(c1nnc2c1C(c1ccc(C)cc1)C(C#N)=C(N)O2)n1c(=S)sc2ccccc21
2526,CC12C=CC(=O)C=C1C(Cl)=CC1C2CCC2(C)C1CCC2(Oc1c(F)cccc1F)n1cnc2c(O)ncnc21
2527,CCCCc1cc(C(=O)C2=C(O)c3ccccc3S(O)(O)N2C)c(Cc2cc3c(cc2O)C(C)N(C)CC3)cc1Cc1ccc(NN=C(C#N)c2nc3ccccc3n2C)cc1
2528,CC(=O)C(C(C)=O)=C1SC2=C(C(=O)c3ccccc3C2=O)N1C(c1cc(I)ccc1O)c1ccoc1C
2529,Cc1c(-c2cccc(Cl)c2Cl)c(=O)n(-c2cn(C)c(=O)n(C)c2=O)n1C
2530,Cc1cc(=O)n2nc(-c3cccc(N=Nc4c(N)nn5c(-c6ccc(N(=O)O)cc6)c(C#N)c(N)nc45)c3)nc2n1
2531,CCC(C)C(NC1CSC2CCCC(NNc3cccc(N(=O)O)c3)C(=O)N12)C(=O)O
2532,CNC(=NC#N)Nc1nn(CC2=C(C=NO)CCC2)c2c1C(c1ccccc1)C(C#N)=C(N)O2
2533,NCCCCCC(=O)Cc1c(O)ccc2ccccc12
2534,CC1CC2C3CCC(O)(C(CCc4cnc(N)nc4N)CS(O)(O)c4ccccc4)C3(C)CC(O)C2(F)C2(C)C=CC(=O)C=C12
2535,Cc1ccccc1NN=C(C#N)c1nc(C(CCCNc2nc3ccccc3s2)C(=O)O)cs1
2536,O=c1ncnc2n(CC(Cc3ccc4ccc5ccccc5c4c3)c3cnc4cncnc4n3)ncc1-2
